EPOCH                                                       B_R                             B_T                             B_N
dd-mm-yyyy hh:mm:ss.mil.mic.nan                              nT                              nT                              nT
17-04-2024 07:30:29.999.998.211                         25.5617                        -15.6221                        -6.06319
17-04-2024 07:31:30.000.004.693                         25.8155                        -15.3468                        -5.29757
17-04-2024 07:32:30.000.001.117                         25.5551                        -15.6573                        -5.30189
17-04-2024 07:33:29.999.997.541                         26.1673                        -15.2765                        -5.44244
17-04-2024 07:34:30.000.004.023                         26.4810                        -15.5539                        -4.73830
17-04-2024 07:35:30.000.000.447                         26.7235                        -15.4978                        -4.73162
17-04-2024 07:36:29.999.996.870                         27.0220                        -15.3974                        -4.29306
17-04-2024 07:37:30.000.003.352                         27.1655                        -15.4321                        -4.31579
17-04-2024 07:38:29.999.999.776                         27.0846                        -15.3773                        -4.43906
17-04-2024 07:39:29.999.996.200                         27.0508                        -15.7633                        -4.20414
17-04-2024 07:40:30.000.002.682                         27.2785                        -15.3032                        -4.94377
17-04-2024 07:41:29.999.999.105                         27.0780                        -15.8638                        -5.05509
17-04-2024 07:42:29.999.995.529                         27.4670                        -15.4635                        -4.76848
17-04-2024 07:43:30.000.002.011                         27.3722                        -15.3493                        -4.55701
17-04-2024 07:44:29.999.998.435                         27.5596                        -15.3629                        -4.52129
17-04-2024 07:45:30.000.004.917                         27.1893                        -16.0850                        -3.94429
17-04-2024 07:46:30.000.001.341                         27.1151                        -15.5697                        -4.24684
17-04-2024 07:47:29.999.997.764                         27.1081                        -15.6604                        -4.14407
17-04-2024 07:48:30.000.004.246                         27.2675                        -15.7806                        -4.09207
17-04-2024 07:49:30.000.000.670                         27.2178                        -15.8857                        -4.13675
17-04-2024 07:50:29.999.997.094                         27.3214                        -16.0976                        -2.63748
17-04-2024 07:51:30.000.003.576                         27.5587                        -16.4897                        -1.58087
17-04-2024 07:52:29.999.999.999                         27.2164                        -15.7695                        -4.73985
17-04-2024 07:53:29.999.996.423                         26.9228                        -15.9696                        -5.27856
17-04-2024 07:54:30.000.002.905                         27.8459                        -15.7396                        -4.07765
17-04-2024 07:55:29.999.999.329                         28.1343                        -16.2630                        -4.80598
17-04-2024 07:56:29.999.995.753                         29.0795                        -12.9515                        -7.13913
17-04-2024 07:57:30.000.002.235                         28.4101                        -16.9863                        -2.70754
17-04-2024 07:58:29.999.998.658                         28.3100                        -16.8074                        -3.18587
17-04-2024 07:59:29.999.995.082                         28.3644                        -16.6753                        -4.18915
17-04-2024 08:00:30.000.001.564                         28.4700                        -16.8903                        -4.20975
17-04-2024 08:01:29.999.997.988                         28.5953                        -16.8261                        -4.12102
17-04-2024 08:02:30.000.004.470                         28.3345                        -17.0435                        -5.19258
17-04-2024 08:03:30.000.000.894                         28.6902                        -16.4876                        -4.97154
17-04-2024 08:04:29.999.997.317                         29.0588                        -15.7868                        -3.04892
17-04-2024 08:05:30.000.003.799                         28.8553                        -15.1388                        -3.34145
17-04-2024 08:06:30.000.000.223                         29.5249                        -15.2612                        -3.31454
17-04-2024 08:07:29.999.996.647                         29.4847                        -16.0840                        -3.03667
17-04-2024 08:08:30.000.003.129                         29.4773                        -15.3869                        -2.92458
17-04-2024 08:09:29.999.999.552                         29.5319                        -15.5716                        -3.06246
17-04-2024 08:10:29.999.995.976                         29.8791                        -15.2652                        -2.56579
17-04-2024 08:11:30.000.002.458                         30.0548                        -14.9519                        -2.51524
17-04-2024 08:12:29.999.998.882                         30.0116                        -15.6296                        -2.07954
17-04-2024 08:13:29.999.995.306                         30.6741                        -15.7292                        -4.80808
17-04-2024 08:14:30.000.001.788                         30.7243                        -16.1809                        -4.53789
17-04-2024 08:15:29.999.998.211                         31.3156                        -15.4230                        -4.44090
17-04-2024 08:16:30.000.004.693                         30.4032                        -16.2234                        -4.67421
17-04-2024 08:17:30.000.001.117                         30.4463                        -15.7309                        -2.63611
17-04-2024 08:18:29.999.997.541                         29.8714                        -17.2774                        -2.38235
17-04-2024 08:19:30.000.004.023                         29.8110                        -17.4349                       -0.982809
17-04-2024 08:20:30.000.000.447                         30.3352                        -16.8835                        -1.76919
17-04-2024 08:21:29.999.996.870                         30.4121                        -16.6450                        -1.36943
17-04-2024 08:22:30.000.003.352                         30.6443                        -16.5293                        -1.43864
17-04-2024 08:23:29.999.999.776                         30.5393                        -17.2149                        -1.43825
17-04-2024 08:24:29.999.996.200                         31.6691                        -14.9879                        -1.68021
17-04-2024 08:25:30.000.002.682                         32.1697                        -13.7263                        -2.65542
17-04-2024 08:26:29.999.999.105                         30.1273                        -18.2028                        -1.66722
17-04-2024 08:27:29.999.995.529                         31.2287                        -17.2722                        -1.42869
17-04-2024 08:28:30.000.002.011                         31.1442                        -17.8448                        -1.75935
17-04-2024 08:29:29.999.998.435                         31.7734                        -17.2703                        -2.56658
17-04-2024 08:30:30.000.004.917                         32.5318                        -15.5683                        -3.29550
17-04-2024 08:31:30.000.001.341                         32.0621                        -17.1075                        -2.40489
17-04-2024 08:32:29.999.997.764                         31.3639                        -18.3473                        -2.42512
17-04-2024 08:33:30.000.004.246                         30.5879                        -18.9866                        -1.98438
17-04-2024 08:34:30.000.000.670                         30.8097                        -18.5853                        -2.79617
17-04-2024 08:35:29.999.997.094                         30.8560                        -18.9826                        -3.56223
17-04-2024 08:36:30.000.003.576                         31.5070                        -18.0331                        -2.79916
17-04-2024 08:37:30.000.000.000                         31.2892                        -18.0912                        -3.06861
17-04-2024 08:38:29.999.996.423                         30.5115                        -19.3388                        -1.07880
17-04-2024 08:39:30.000.002.905                         29.8900                        -20.1163                        -2.87773
17-04-2024 08:40:29.999.999.329                         30.0206                        -20.2680                        -2.02727
17-04-2024 08:41:29.999.995.753                         29.8582                        -20.3088                        -1.47426
17-04-2024 08:42:30.000.002.235                         29.5697                        -20.1098                        -3.23249
17-04-2024 08:43:29.999.998.658                         30.1070                        -19.6803                        -2.50961
17-04-2024 08:44:29.999.995.082                         30.0302                        -20.0229                        -1.23368
17-04-2024 08:45:30.000.001.564                         30.5145                        -19.3866                        0.308265
17-04-2024 08:46:29.999.997.988                         30.0942                        -20.0297                        0.598038
17-04-2024 08:47:30.000.004.470                         29.3464                        -21.4812                       -0.915059
17-04-2024 08:48:30.000.000.894                         29.5176                        -21.5088                        -1.30693
17-04-2024 08:49:29.999.997.317                         30.1663                        -20.3486                        -2.17191
17-04-2024 08:50:30.000.003.799                         30.9311                        -19.8181                        -1.41374
17-04-2024 08:51:30.000.000.223                         30.4437                        -20.5205                       -0.105545
17-04-2024 08:52:29.999.996.647                         30.3916                        -20.9641                         2.13518
17-04-2024 08:53:30.000.003.129                         29.4815                        -21.5131                         3.13386
17-04-2024 08:54:29.999.999.552                         29.3465                        -21.9613                         3.48753
17-04-2024 08:55:29.999.995.976                         29.9111                        -22.1058                         2.99452
17-04-2024 08:56:30.000.002.458                         29.9354                        -22.0928                         3.43665
17-04-2024 08:57:29.999.998.882                         29.0361                        -22.9954                         3.49909
17-04-2024 08:58:29.999.995.306                         28.1724                        -24.1947                         2.78951
17-04-2024 08:59:30.000.001.788                         29.6136                        -22.1350                         2.04961
17-04-2024 09:00:29.999.998.211                         29.2715                        -22.8679                         4.00004
17-04-2024 09:01:30.000.004.693                         28.9075                        -23.5591                         3.36645
17-04-2024 09:02:30.000.001.117                         29.0544                        -23.9207                         2.70020
17-04-2024 09:03:29.999.997.541                         29.0478                        -24.3264                         3.60626
17-04-2024 09:04:30.000.004.023                         29.3294                        -23.8431                         5.01798
17-04-2024 09:05:30.000.000.447                         29.0255                        -24.2540                         4.69614
17-04-2024 09:06:29.999.996.870                         28.2638                        -25.0425                         5.89583
17-04-2024 09:07:30.000.003.352                         27.7112                        -25.0161                         8.33228
17-04-2024 09:08:29.999.999.776                         27.7349                        -24.2447                         9.68644
17-04-2024 09:09:29.999.996.200                         26.6265                        -25.4809                         10.7207
17-04-2024 09:10:30.000.002.682                         22.6701                        -24.3935                         18.4479
17-04-2024 09:11:29.999.999.105                         24.2956                        -23.9477                         17.6449
17-04-2024 09:12:29.999.995.529                         22.6930                        -24.4339                         18.5480
17-04-2024 09:13:30.000.002.011                         21.5563                        -24.2764                         20.5695
17-04-2024 09:14:29.999.998.435                         21.0876                        -24.3614                         20.7504
17-04-2024 09:15:30.000.004.917                         25.5610                        -24.6920                         13.2313
17-04-2024 09:16:30.000.001.341                         24.7565                        -25.9370                         13.8200
17-04-2024 09:17:29.999.997.764                         24.1094                        -25.3246                         16.3603
17-04-2024 09:18:30.000.004.246                         24.2428                        -26.3171                         15.3627
17-04-2024 09:19:30.000.000.670                         24.1506                        -25.9158                         15.9080
17-04-2024 09:20:29.999.997.094                         25.1522                        -25.1577                         14.6456
17-04-2024 09:21:30.000.003.576                         25.3531                        -24.8448                         15.1790
17-04-2024 09:22:30.000.000.000                         25.0066                        -24.9980                         15.1569
17-04-2024 09:23:29.999.996.423                         23.9416                        -26.3650                         15.1356
17-04-2024 09:24:30.000.002.905                         25.3133                        -24.1990                         17.3595
17-04-2024 09:25:29.999.999.329                         24.8408                        -25.0336                         16.2382
17-04-2024 09:26:29.999.995.753                         24.2208                        -25.4059                         15.7548
17-04-2024 09:27:30.000.002.235                         23.9403                        -25.1852                         16.4165
17-04-2024 09:28:29.999.998.658                         22.1631                        -26.1486                         16.6700
17-04-2024 09:29:29.999.995.082                         23.0918                        -26.4582                         15.7466
17-04-2024 09:30:30.000.001.564                         22.7161                        -26.6769                         16.2710
17-04-2024 09:31:29.999.997.988                         22.7237                        -26.4612                         16.1876
17-04-2024 09:32:30.000.004.470                         21.8257                        -26.5679                         17.6916
17-04-2024 09:33:30.000.000.894                         22.6046                        -28.0217                         14.8020
17-04-2024 09:34:29.999.997.317                         23.2356                        -26.9089                         15.6731
17-04-2024 09:35:30.000.003.799                         25.5336                        -25.3748                         15.2087
17-04-2024 09:36:30.000.000.223                         26.9114                        -24.2109                         15.4728
17-04-2024 09:37:29.999.996.647                         27.7764                        -23.8287                         14.7852
17-04-2024 09:38:30.000.003.129                         26.7896                        -24.3650                         15.6009
17-04-2024 09:39:29.999.999.552                         28.0424                        -22.2828                         17.2317
17-04-2024 09:40:29.999.995.976                         26.2705                        -24.7219                         15.9777
17-04-2024 09:41:30.000.002.458                         26.1705                        -25.4750                         15.4881
17-04-2024 09:42:29.999.998.882                         25.7001                        -25.7095                         16.0594
17-04-2024 09:43:29.999.995.306                         25.4928                        -25.6107                         16.5918
17-04-2024 09:44:30.000.001.788                         25.4599                        -26.0148                         16.2545
17-04-2024 09:45:29.999.998.211                         24.9706                        -24.6937                         18.9309
17-04-2024 09:46:30.000.004.693                         24.7632                        -23.7190                         19.5122
17-04-2024 09:47:30.000.001.117                         24.4716                        -24.0221                         19.0858
17-04-2024 09:48:29.999.997.541                         25.3788                        -24.4448                         17.3991
17-04-2024 09:49:30.000.004.023                         26.4427                        -25.1946                         14.2396
17-04-2024 09:50:30.000.000.447                         27.2924                        -24.7975                         14.1502
17-04-2024 09:51:29.999.996.870                         28.2568                        -25.0567                         12.7914
17-04-2024 09:52:30.000.003.352                         27.0692                        -25.7761                         13.7851
17-04-2024 09:53:29.999.999.776                         25.8619                        -24.6560                         19.6438
17-04-2024 09:54:29.999.996.200                         25.6533                        -25.0565                         19.5295
17-04-2024 09:55:30.000.002.682                         24.1333                        -23.0846                         24.4321
17-04-2024 09:56:29.999.999.105                         26.4257                        -24.3652                         16.5235
17-04-2024 09:57:29.999.995.529                         28.4502                        -22.7029                         14.6158
17-04-2024 09:58:30.000.002.011                         23.3529                        -23.9425                         22.1628
17-04-2024 09:59:29.999.998.435                         23.3110                        -24.8648                         23.1642
17-04-2024 10:00:30.000.004.917                         23.0417                        -25.6725                         21.8579
17-04-2024 10:01:30.000.001.341                         23.5469                        -25.6424                         21.3756
17-04-2024 10:02:29.999.997.764                         24.3735                        -25.4225                         20.7728
17-04-2024 10:03:30.000.004.246                         22.6331                        -24.7567                         23.5657
17-04-2024 10:04:30.000.000.670                         23.2329                        -23.4249                         24.5065
17-04-2024 10:05:29.999.997.094                         21.8515                        -23.7581                         25.0628
17-04-2024 10:06:30.000.003.576                         22.2493                        -24.1272                         24.7815
17-04-2024 10:07:29.999.999.999                         25.2097                        -24.9367                         20.6531
17-04-2024 10:08:29.999.996.423                         24.1370                        -23.9111                         22.0209
17-04-2024 10:09:30.000.002.905                         22.8854                        -22.2479                         24.4900
17-04-2024 10:10:29.999.999.329                         20.2903                        -24.2574                         25.1513
17-04-2024 10:11:29.999.995.753                         21.0865                        -24.0982                         24.2825
17-04-2024 10:12:30.000.002.235                         21.3287                        -22.6162                         26.1291
17-04-2024 10:13:29.999.998.658                         21.2889                        -22.5822                         26.2329
17-04-2024 10:14:29.999.995.082                         21.3321                        -22.1200                         26.1941
17-04-2024 10:15:30.000.001.564                         20.2838                        -22.5980                         26.7769
17-04-2024 10:16:29.999.997.988                         24.1479                        -24.1498                         21.6923
17-04-2024 10:17:30.000.004.470                         24.5703                        -25.5351                         19.2719
17-04-2024 10:18:30.000.000.894                         19.8802                        -20.6176                         28.4346
17-04-2024 10:19:29.999.997.317                         24.6605                        -20.6776                         24.5887
17-04-2024 10:20:30.000.003.799                         24.4467                        -24.3158                         21.3992
17-04-2024 10:21:30.000.000.223                         24.8505                        -24.5286                         19.3925
17-04-2024 10:22:29.999.996.647                         27.1935                        -24.2006                         17.2311
17-04-2024 10:23:30.000.003.129                         27.5833                        -24.1247                         16.2802
17-04-2024 10:24:29.999.999.552                         24.0049                        -24.4077                         20.3536
17-04-2024 10:25:29.999.995.976                         12.7816                        -16.8904                         33.0360
17-04-2024 10:26:30.000.002.458                         12.6811                        -20.3936                         29.4032
17-04-2024 10:27:29.999.998.882                         9.47335                        -15.4355                         34.0315
17-04-2024 10:28:29.999.995.306                         18.0771                        -12.1247                         32.6145
17-04-2024 10:29:30.000.001.788                         3.96957                        -13.5136                         37.2837
17-04-2024 10:30:29.999.998.211                         17.8606                        -15.4018                         31.7201
17-04-2024 10:31:30.000.004.693                         25.2868                        -22.8623                         22.2670
17-04-2024 10:32:30.000.001.117                         23.7691                        -28.7780                         10.3959
17-04-2024 10:33:29.999.997.541                         23.5081                        -24.2037                         19.2632
17-04-2024 10:34:30.000.004.023                         22.2669                        -24.5337                         19.0118
17-04-2024 10:35:30.000.000.447                         24.0551                        -25.4968                         18.2298
17-04-2024 10:36:29.999.996.870                         23.1193                        -23.1514                         22.0667
17-04-2024 10:37:30.000.003.352                         24.9604                        -24.4943                         18.7018
17-04-2024 10:38:29.999.999.776                         25.1115                        -24.0839                         20.0193
17-04-2024 10:39:29.999.996.200                         25.0625                        -23.8323                         20.5907
17-04-2024 10:40:30.000.002.682                         25.3354                        -23.4531                         20.9894
17-04-2024 10:41:29.999.999.105                         26.4820                        -23.1707                         20.4569
17-04-2024 10:42:29.999.995.529                         27.4352                        -22.2442                         19.7117
17-04-2024 10:43:30.000.002.011                         26.3573                        -23.1142                         20.7416
17-04-2024 10:44:29.999.998.435                         24.9743                        -23.7533                         21.8530
17-04-2024 10:45:30.000.004.917                         24.7319                        -23.9349                         24.5016
17-04-2024 10:46:30.000.001.341                         24.5706                        -23.0175                         25.8751
17-04-2024 10:47:29.999.997.764                         25.1799                        -22.3424                         26.3535
17-04-2024 10:48:30.000.004.246                         22.8822                        -22.7139                         28.2881
17-04-2024 10:49:30.000.000.670                         24.5437                        -22.8010                         27.2046
17-04-2024 10:50:29.999.997.094                         23.6833                        -23.0059                         28.0584
17-04-2024 10:51:30.000.003.576                         23.1141                        -22.6874                         29.0218
17-04-2024 10:52:29.999.999.999                         32.7667                        -25.8986                         12.7141
17-04-2024 10:53:29.999.996.423                         32.9630                        -26.0214                         12.3459
17-04-2024 10:54:30.000.002.905                         32.3413                        -26.0721                         13.2468
17-04-2024 10:55:29.999.999.329                         32.8417                        -26.1311                         12.4733
17-04-2024 10:56:29.999.995.753                         31.2025                        -27.9856                         12.7137
17-04-2024 10:57:30.000.002.235                         31.7009                        -26.0660                         15.2545
17-04-2024 10:58:29.999.998.658                         31.7214                        -26.1308                         15.1793
17-04-2024 10:59:29.999.995.082                         30.2523                        -26.1726                         17.2047
17-04-2024 11:00:30.000.001.564                         30.0389                        -27.0452                         15.9866
17-04-2024 11:01:29.999.997.988                         30.2781                        -26.4326                         16.3273
17-04-2024 11:02:30.000.004.470                         30.1894                        -27.0803                         15.4570
17-04-2024 11:03:30.000.000.894                         28.5880                        -26.1141                         19.4383
17-04-2024 11:04:29.999.997.317                         27.7813                        -25.9993                         21.2522
17-04-2024 11:05:30.000.003.799                         28.1539                        -26.0169                         20.5188
17-04-2024 11:06:30.000.000.223                         27.2529                        -26.6180                         21.2403
17-04-2024 11:07:29.999.996.647                         27.7234                        -25.2641                         22.0958
17-04-2024 11:08:30.000.003.129                         25.9599                        -23.7941                         25.9979
17-04-2024 11:09:29.999.999.552                         24.7104                        -24.6781                         26.2617
17-04-2024 11:10:29.999.995.976                         23.0599                        -22.3954                         28.9630
17-04-2024 11:11:30.000.002.458                         21.8508                        -22.3429                         27.6014
17-04-2024 11:12:29.999.998.882                         22.0103                        -22.5032                         25.2735
17-04-2024 11:13:29.999.995.306                         28.7182                        -25.5404                         8.34919
17-04-2024 11:14:30.000.001.788                         28.5047                        -24.3320                         8.62073
17-04-2024 11:15:29.999.998.211                         28.7247                        -25.1610                         7.93284
17-04-2024 11:16:30.000.004.693                         28.9629                        -25.3897                         6.57905
17-04-2024 11:17:30.000.001.117                         28.5171                        -24.8066                         8.91237
17-04-2024 11:18:29.999.997.541                         28.8708                        -24.9826                         8.58830
17-04-2024 11:19:30.000.004.023                         29.2540                        -23.9545                         9.29569
17-04-2024 11:20:30.000.000.447                         30.0751                        -23.1375                         10.3889
17-04-2024 11:21:29.999.996.870                         29.6338                        -23.6806                         9.77105
17-04-2024 11:22:30.000.003.352                         28.9443                        -23.2305                         10.9738
17-04-2024 11:23:29.999.999.776                         28.4196                        -22.7133                         11.4498
17-04-2024 11:24:29.999.996.200                         29.8979                        -18.7023                         14.6598
17-04-2024 11:25:30.000.002.682                         27.3088                        -23.0528                         13.3304
17-04-2024 11:26:29.999.999.105                         24.8706                        -25.1950                         15.2073
17-04-2024 11:27:29.999.995.529                         27.6323                        -24.2642                         13.9465
17-04-2024 11:28:30.000.002.011                         25.9978                        -22.4660                         17.2355
17-04-2024 11:29:29.999.998.435                         23.2383                        -20.1576                         24.5539
17-04-2024 11:30:30.000.004.917                         22.7791                        -20.7100                         24.1674
17-04-2024 11:31:30.000.001.341                         21.9861                        -17.5796                         27.4459
17-04-2024 11:32:29.999.997.764                         26.6642                        -21.8165                         17.1278
17-04-2024 11:33:30.000.004.246                         27.0208                        -20.2849                         19.9826
17-04-2024 11:34:30.000.000.670                         27.0107                        -19.5895                         20.5158
17-04-2024 11:35:29.999.997.094                         29.6047                        -12.3564                         22.4736
17-04-2024 11:36:30.000.003.576                         25.5860                        -20.6674                         21.5171
17-04-2024 11:37:30.000.000.000                         26.0893                        -21.7075                         17.5064
17-04-2024 11:38:29.999.996.423                         27.8665                        -21.8908                         13.7451
17-04-2024 11:39:30.000.002.905                         25.2403                        -21.3067                         18.3072
17-04-2024 11:40:29.999.999.329                         26.4617                        -21.3063                         17.3906
17-04-2024 11:41:29.999.995.753                         26.4291                        -21.4443                         17.6844
17-04-2024 11:42:30.000.002.235                         27.2657                        -21.2106                         16.4946
17-04-2024 11:43:29.999.998.658                         27.5247                        -20.6391                         16.6138
17-04-2024 11:44:29.999.995.082                         25.0458                        -24.3793                         16.9464
17-04-2024 11:45:30.000.001.564                         28.2143                        -20.3697                         15.2804
17-04-2024 11:46:29.999.997.988                         28.7385                        -20.2328                         14.3259
17-04-2024 11:47:30.000.004.470                         27.5449                        -21.0597                         18.7256
17-04-2024 11:48:30.000.000.894                         27.7092                        -21.4877                         18.1040
17-04-2024 11:49:29.999.997.317                         27.2176                        -20.6747                         18.4995
17-04-2024 11:50:30.000.003.799                         27.8021                        -20.9571                         15.4345
17-04-2024 11:51:30.000.000.223                         27.3578                        -21.0002                         18.0639
17-04-2024 11:52:29.999.996.647                         25.6339                        -21.2332                         19.0053
17-04-2024 11:53:30.000.003.129                         25.5506                        -20.8139                         19.7675
17-04-2024 11:54:29.999.999.552                         26.9319                        -19.1409                         19.4963
17-04-2024 11:55:29.999.995.976                         27.4648                        -20.1736                         17.8623
17-04-2024 11:56:30.000.002.458                         28.4199                        -23.5237                         9.99865
17-04-2024 11:57:29.999.998.882                         26.9408                        -22.2162                         14.2680
17-04-2024 11:58:29.999.995.306                         27.5932                        -21.8405                         14.0196
17-04-2024 11:59:30.000.001.788                         27.8586                        -22.8366                         13.7404
17-04-2024 12:00:29.999.998.211                         28.5479                        -22.0607                         15.4082
17-04-2024 12:01:30.000.004.693                         26.3970                        -22.4849                         17.6646
17-04-2024 12:02:30.000.001.117                         25.6182                        -21.4644                         20.2608
17-04-2024 12:03:29.999.997.541                         26.8251                        -21.9760                         17.1204
17-04-2024 12:04:30.000.004.023                         26.9652                        -22.7087                         16.8813
17-04-2024 12:05:30.000.000.447                         27.3073                        -23.4463                         16.0634
17-04-2024 12:06:29.999.996.870                         27.1197                        -22.4203                         17.8674
17-04-2024 12:07:30.000.003.352                         26.9269                        -22.8386                         17.5602
17-04-2024 12:08:29.999.999.776                         26.8977                        -22.7748                         17.5373
17-04-2024 12:09:29.999.996.200                         26.1330                        -23.9244                         16.9739
17-04-2024 12:10:30.000.002.682                         25.1533                        -24.6875                         16.6954
17-04-2024 12:11:29.999.999.105                         24.2201                        -21.6555                         21.3521
17-04-2024 12:12:29.999.995.529                         25.1051                        -22.4451                         19.5952
17-04-2024 12:13:30.000.002.011                         25.1301                        -21.2591                         21.4184
17-04-2024 12:14:29.999.998.435                         25.6611                        -22.0277                         20.2694
17-04-2024 12:15:30.000.004.917                         27.0492                        -22.3971                         18.2505
17-04-2024 12:16:30.000.001.341                         25.8081                        -21.9728                         20.0299
17-04-2024 12:17:29.999.997.764                         24.5278                        -21.7601                         22.0888
17-04-2024 12:18:30.000.004.246                         25.0325                        -19.8542                         22.8387
17-04-2024 12:19:30.000.000.670                         25.1089                        -19.6062                         22.8777
17-04-2024 12:20:29.999.997.094                         24.8293                        -19.7599                         23.0877
17-04-2024 12:21:30.000.003.576                         24.7003                        -19.6749                         23.4245
17-04-2024 12:22:30.000.000.000                         24.9458                        -19.3311                         23.5468
17-04-2024 12:23:29.999.996.423                         24.8343                        -19.1354                         24.2417
17-04-2024 12:24:30.000.002.905                         25.4031                        -19.3464                         23.5064
17-04-2024 12:25:29.999.999.329                         25.6990                        -19.0717                         23.9482
17-04-2024 12:26:29.999.995.753                         25.6137                        -18.5036                         24.4679
17-04-2024 12:27:30.000.002.235                         24.1643                        -17.5141                         26.2508
17-04-2024 12:28:29.999.998.658                         23.0366                        -15.7088                         26.7215
17-04-2024 12:29:29.999.995.082                         23.0540                        -17.5527                         25.6142
17-04-2024 12:30:30.000.001.564                         23.1038                        -15.8356                         26.7014
17-04-2024 12:31:29.999.997.988                         23.9986                        -15.2729                         25.4571
17-04-2024 12:32:30.000.004.470                         23.4172                        -15.6827                         26.0074
17-04-2024 12:33:30.000.000.894                         22.7935                        -14.9034                         26.7193
17-04-2024 12:34:29.999.997.317                         24.0712                        -13.5934                         25.7874
17-04-2024 12:35:30.000.003.799                         23.8859                        -14.0008                         26.0481
17-04-2024 12:36:30.000.000.223                         23.7728                        -13.2857                         26.4126
17-04-2024 12:37:29.999.996.647                         23.7578                        -14.9220                         25.3675
17-04-2024 12:38:30.000.003.129                         22.1493                        -14.3568                         26.3716
17-04-2024 12:39:29.999.999.552                         27.3411                         1.06986                         26.3426
17-04-2024 12:40:29.999.995.976                         21.3813                        -13.8315                         28.0985
17-04-2024 12:41:30.000.002.458                         18.9110                        -17.1627                         28.0258
17-04-2024 12:42:29.999.998.882                         17.7746                        -18.9609                         27.7662
17-04-2024 12:43:29.999.995.306                         22.3937                        -11.4307                         28.9938
17-04-2024 12:44:30.000.001.788                         20.6030                        -2.10799                         31.6457
17-04-2024 12:45:29.999.998.211                         15.8279                        -13.2967                         31.6827
17-04-2024 12:46:30.000.004.693                         15.9571                        -11.3570                         33.4220
17-04-2024 12:47:30.000.001.117                         16.3442                        -14.6346                         32.0246
17-04-2024 12:48:29.999.997.541                         11.3313                        -6.18957                         36.4607
17-04-2024 12:49:30.000.004.023                         14.2695                        -7.37911                         35.0234
17-04-2024 12:50:30.000.000.447                         20.1064                        -21.4341                         24.9495
17-04-2024 12:51:29.999.996.870                         16.2400                        -9.26464                         33.3504
17-04-2024 12:52:30.000.003.352                         14.0180                        -10.6028                         34.2196
17-04-2024 12:53:29.999.999.776                         11.7053                        -8.42281                         35.7900
17-04-2024 12:54:29.999.996.200                         11.1764                        -7.88180                         36.2548
17-04-2024 12:55:30.000.002.682                         14.0503                        -10.1437                         34.8593
17-04-2024 12:56:29.999.999.105                         13.6292                        -9.52849                         34.9678
17-04-2024 12:57:29.999.995.529                         15.6456                        -8.45502                         34.3605
17-04-2024 12:58:30.000.002.011                         13.1246                        -6.48420                         35.7185
17-04-2024 12:59:29.999.998.435                         14.1972                        -7.74664                         34.6635
17-04-2024 13:00:30.000.004.917                         15.2701                        -8.53582                         33.8276
17-04-2024 13:01:30.000.001.341                         16.0976                        -6.16494                         34.1492
17-04-2024 13:02:29.999.997.764                         14.8117                        -7.34888                         33.1419
17-04-2024 13:03:30.000.004.246                         11.5180                        -6.51499                         34.7519
17-04-2024 13:04:30.000.000.670                         14.8437                        -8.95162                         32.7442
17-04-2024 13:05:29.999.997.094                         16.2407                        -7.24000                         33.2567
17-04-2024 13:06:30.000.003.576                         12.6573                        -6.78027                         34.5487
17-04-2024 13:07:30.000.000.000                         10.9214                        -7.02600                         35.1382
17-04-2024 13:08:29.999.996.423                         12.1794                        -4.88307                         35.0174
17-04-2024 13:09:30.000.002.905                         11.4574                        -2.90047                         35.6908
17-04-2024 13:10:29.999.999.329                         11.1315                        -3.29080                         35.6863
17-04-2024 13:11:29.999.995.753                         10.9336                        -3.47786                         35.7817
17-04-2024 13:12:30.000.002.235                         11.2585                        -3.72783                         35.4075
17-04-2024 13:13:29.999.998.658                         14.3731                        -3.39444                         34.3290
17-04-2024 13:14:29.999.995.082                         14.4953                        -4.34546                         34.7178
17-04-2024 13:15:30.000.001.564                         14.4396                        -3.86338                         34.7515
17-04-2024 13:16:29.999.997.988                         14.8042                        -5.71875                         33.9931
17-04-2024 13:17:30.000.004.470                         14.5045                        -4.63376                         34.5724
17-04-2024 13:18:30.000.000.894                         13.5170                        -6.59435                         34.6941
17-04-2024 13:19:29.999.997.317                         15.4870                        -7.34049                         33.6785
17-04-2024 13:20:30.000.003.799                         11.3412                        -7.15660                         35.3154
17-04-2024 13:21:30.000.000.223                         12.9098                        -6.58773                         34.9939
