EPOCH                                                       B_R                             B_T                             B_N
dd-mm-yyyy hh:mm:ss.mil.mic.nan                              nT                              nT                              nT
21-01-2024 21:02:30.000.001.117                         4.03538                        -5.03855                        -3.26998
21-01-2024 21:03:29.999.997.541                         3.94479                        -5.57003                        -2.32048
21-01-2024 21:04:30.000.004.023                         3.81870                        -5.68291                        -1.80412
21-01-2024 21:05:30.000.000.447                         2.27914                        -4.10222                        -5.43472
21-01-2024 21:06:29.999.996.870                         2.19180                        -4.47032                        -5.34207
21-01-2024 21:07:30.000.003.352                         3.72434                        -5.50200                        -3.33744
21-01-2024 21:08:29.999.999.776                         3.99435                        -4.99981                        -3.72389
21-01-2024 21:09:29.999.996.200                         5.32109                        -4.78095                        -1.76536
21-01-2024 21:10:30.000.002.682                         5.29436                        -5.13137                        -1.27706
21-01-2024 21:11:29.999.999.105                         5.91525                        -4.33787                        -1.56403
21-01-2024 21:12:29.999.995.529                         5.43495                        -5.00166                        -1.54274
21-01-2024 21:13:30.000.002.011                         5.32599                        -4.57960                        -2.27633
21-01-2024 21:14:29.999.998.435                         5.41079                        -4.93555                        -2.18073
21-01-2024 21:15:30.000.004.917                         5.30544                        -4.39232                        -2.83561
21-01-2024 21:16:30.000.001.341                         5.33499                        -4.52834                        -2.55864
21-01-2024 21:17:29.999.997.764                         5.40059                        -4.21261                        -2.70454
21-01-2024 21:18:30.000.004.246                         5.29001                        -4.15904                        -3.13158
21-01-2024 21:19:30.000.000.670                         5.46806                        -3.78563                        -3.04386
21-01-2024 21:20:29.999.997.094                         4.16635                        -3.49073                        -5.14169
21-01-2024 21:21:30.000.003.576                         4.63802                        -5.60787                        -1.10374
21-01-2024 21:22:30.000.000.000                         5.21609                        -4.68132                        -1.90843
21-01-2024 21:23:29.999.996.423                         4.53296                        -4.93450                         2.19926
21-01-2024 21:24:30.000.002.905                         4.63372                        -5.17939                        0.956762
21-01-2024 21:25:29.999.999.329                         4.75958                        -5.19132                        0.479265
21-01-2024 21:26:29.999.995.753                         4.96999                        -4.92737                       -0.271141
21-01-2024 21:27:30.000.002.235                         4.68986                        -5.03756                        -1.61892
21-01-2024 21:28:29.999.998.658                         4.85720                        -5.10587                        -1.06182
21-01-2024 21:29:29.999.995.082                         4.61011                        -5.08294                        -1.86425
21-01-2024 21:30:30.000.001.564                         4.91751                        -4.58767                        -2.31896
21-01-2024 21:31:29.999.997.988                         3.72493                        -5.51073                         2.63344
21-01-2024 21:32:30.000.004.470                         4.07969                        -5.97981                        0.769163
21-01-2024 21:33:30.000.000.894                         4.41216                        -5.47459                       -0.850576
21-01-2024 21:34:29.999.997.317                         4.65022                        -5.35677                        -1.33700
21-01-2024 21:35:30.000.003.799                         4.89283                        -4.87981                        -1.65545
21-01-2024 21:36:30.000.000.223                         5.15516                        -4.54613                        -2.01172
21-01-2024 21:37:29.999.996.647                         4.74596                        -5.11876                        -1.00388
21-01-2024 21:38:30.000.003.129                         4.49633                        -4.48498                        -2.82084
21-01-2024 21:39:29.999.999.552                         4.35738                        -4.96979                       -0.283974
21-01-2024 21:40:29.999.995.976                         4.16025                        -4.47212                         1.29864
21-01-2024 21:41:30.000.002.458                         1.88283                        -4.74352                         3.88671
21-01-2024 21:42:29.999.998.882                         1.73143                        -2.93539                         5.05557
21-01-2024 21:43:29.999.995.306                         2.89575                        -3.84909                         3.76136
21-01-2024 21:44:30.000.001.788                         3.01547                        -3.44563                         3.94537
21-01-2024 21:45:29.999.998.211                         2.21404                        -3.73886                         4.25649
21-01-2024 21:46:30.000.004.693                         3.12343                        -3.94749                         3.52571
21-01-2024 21:47:30.000.001.117                         2.07573                        -3.12889                         4.80855
21-01-2024 21:48:29.999.997.541                         2.39083                       -0.699676                         5.22771
21-01-2024 21:49:30.000.004.023                        -1.13844                        -1.84667                         5.92904
21-01-2024 21:50:30.000.000.447                      -0.0887837                        -1.80096                         5.94107
21-01-2024 21:51:29.999.996.870                        -1.12881                       -0.532579                         6.11539
21-01-2024 21:52:30.000.003.352                       -0.625545                        -1.56051                         5.92904
21-01-2024 21:53:29.999.999.776                       -0.499891                        -2.35604                         5.85412
21-01-2024 21:54:29.999.996.200                        0.886217                        -2.88774                         5.35160
21-01-2024 21:55:30.000.002.682                       -0.778429                        -1.42409                         5.97321
21-01-2024 21:56:29.999.999.105                       -0.352709                        -2.81708                         5.46823
21-01-2024 21:57:29.999.995.529                       -0.475981                        -3.68171                         4.85757
21-01-2024 21:58:30.000.002.011                       -0.995039                        -4.37027                         4.48096
21-01-2024 21:59:29.999.998.435                       -0.626099                        -3.87280                         4.98805
21-01-2024 22:00:30.000.004.917                        -1.16372                        -4.04343                         4.79842
21-01-2024 22:01:30.000.001.341                       -0.947448                        -3.75203                         5.12316
21-01-2024 22:02:29.999.997.764                        -2.56835                        -2.69111                         5.17649
21-01-2024 22:03:30.000.004.246                       -0.811377                        -2.86271                         5.44327
21-01-2024 22:04:30.000.000.670                        -1.86810                        -2.89887                         5.53267
21-01-2024 22:05:29.999.997.094                       -0.921512                        -3.33289                         5.45678
21-01-2024 22:06:30.000.003.576                        0.251808                        -4.75092                         4.48918
21-01-2024 22:07:30.000.000.000                        0.111342                        -5.75825                         3.47427
21-01-2024 22:08:29.999.996.423                        0.163901                        -6.42046                         2.84378
21-01-2024 22:09:30.000.002.905                        0.202508                        -5.65981                         3.71216
21-01-2024 22:10:29.999.999.329                        0.130554                        -6.16515                         1.38019
21-01-2024 22:11:29.999.995.753                       -0.464942                        -6.56896                        0.857768
21-01-2024 22:12:30.000.002.235                       -0.296837                        -6.93693                        0.147821
21-01-2024 22:13:29.999.998.658                       -0.288467                        -6.56926                         2.19598
21-01-2024 22:14:29.999.995.082                       -0.576287                        -6.53913                         2.39247
21-01-2024 22:15:30.000.001.564                       -0.477389                        -6.34120                         3.02762
21-01-2024 22:16:29.999.997.988                       -0.518965                        -5.56263                         3.54251
21-01-2024 22:17:30.000.004.470                        0.896774                        -5.96230                         2.87192
21-01-2024 22:18:30.000.000.894                        0.600283                        -5.38847                         4.00257
21-01-2024 22:19:29.999.997.317                        0.833811                        -5.63376                         4.10640
21-01-2024 22:20:30.000.003.799                        0.143910                        -5.17192                         4.84082
21-01-2024 22:21:30.000.000.223                        0.570384                        -5.33384                         4.70724
21-01-2024 22:22:29.999.996.647                         1.06265                        -5.87382                         3.95565
21-01-2024 22:23:30.000.003.129                       -0.474976                        -3.39704                         6.30631
21-01-2024 22:24:29.999.999.552                      -0.0492054                        -1.50649                         7.21338
21-01-2024 22:25:29.999.995.976                        0.295763                       -0.567879                         7.03532
21-01-2024 22:26:30.000.002.458                        0.793896                        -2.11609                         6.68771
21-01-2024 22:27:29.999.998.882                        0.790567                        -2.83179                         6.79027
21-01-2024 22:28:29.999.995.306                       -0.341138                        -2.29851                         7.13056
21-01-2024 22:29:30.000.001.788                        0.240634                        -2.89142                         6.62945
21-01-2024 22:30:29.999.998.211                        0.157728                        -3.23683                         6.34493
21-01-2024 22:31:30.000.004.693                         1.13092                        -3.94256                         6.26477
21-01-2024 22:32:30.000.001.117                        0.482398                        -3.55314                         6.62485
21-01-2024 22:33:29.999.997.541                        0.642445                        -3.90018                         6.23953
21-01-2024 22:34:30.000.004.023                         2.02537                        -4.79292                         4.89656
21-01-2024 22:35:30.000.000.447                         2.06296                        -4.15395                         5.37790
21-01-2024 22:36:29.999.996.870                       -0.349681                       -0.259686                         6.47377
21-01-2024 22:37:30.000.003.352                         2.04077                        -4.66837                         3.62312
21-01-2024 22:38:29.999.999.776                        -1.81534                       -0.481685                         6.74916
21-01-2024 22:39:29.999.996.200                       -0.753630                        -3.97796                         5.42135
21-01-2024 22:40:30.000.002.682                        0.638561                        -1.80296                         4.93431
21-01-2024 22:41:29.999.999.105                         3.97582                       -0.476709                       -0.262524
21-01-2024 22:42:29.999.995.529                         3.25616                        -2.08746                      0.00894246
21-01-2024 22:43:30.000.002.011                         4.81114                        -2.04047                        -1.29764
21-01-2024 22:44:29.999.998.435                         4.55123                       -0.431990                        -4.17224
21-01-2024 22:45:30.000.004.917                         5.59906                        -2.68327                        -2.49755
21-01-2024 22:46:30.000.001.341                         5.46781                        -2.09378                        -1.70077
21-01-2024 22:47:29.999.997.764                         4.15307                        -3.20594                        -2.36619
21-01-2024 22:48:30.000.004.246                         3.37354                       -0.924378                        -3.74730
21-01-2024 22:49:30.000.000.670                         4.20358                        -1.69122                        -1.23005
21-01-2024 22:50:29.999.997.094                         2.55277                        -2.25927                        -3.48489
21-01-2024 22:51:30.000.003.576                         3.16096                        -3.27775                        -2.47103
21-01-2024 22:52:30.000.000.000                         2.76244                        -2.16206                        -4.34788
21-01-2024 22:53:29.999.996.423                         4.30824                        -1.08458                        -3.46605
21-01-2024 22:54:30.000.002.905                         5.06439                        -1.98554                        -1.83791
21-01-2024 22:55:29.999.999.329                         3.94581                        -2.80643                        -3.37586
21-01-2024 22:56:29.999.995.753                         3.71054                        -2.32832                        -3.86069
21-01-2024 22:57:30.000.002.235                         3.61998                        -1.40219                        -4.05041
21-01-2024 22:58:29.999.998.658                         2.95553                      -0.0634414                        -5.48635
21-01-2024 22:59:29.999.995.082                         3.06941                        0.487086                        -5.33820
21-01-2024 23:00:30.000.001.564                         3.49872                        0.294318                        -5.30435
21-01-2024 23:01:29.999.997.988                         3.33228                       -0.513242                        -5.53497
21-01-2024 23:02:30.000.004.470                         3.87275                         1.07174                        -4.83211
21-01-2024 23:03:30.000.000.894                         2.22723                      0.00306505                        -6.45197
21-01-2024 23:04:29.999.997.317                         4.55221                       -0.843995                        -5.85568
21-01-2024 23:05:30.000.003.799                         5.08796                         1.19589                        -5.26274
21-01-2024 23:06:30.000.000.223                         6.23409                       -0.946322                        -5.83705
21-01-2024 23:07:29.999.996.647                         4.77963                        0.349287                        -6.69050
21-01-2024 23:08:30.000.003.129                         5.19409                       -0.645405                        -6.61492
21-01-2024 23:09:29.999.999.552                         4.58284                       -0.430066                        -6.95476
21-01-2024 23:10:29.999.995.976                         5.11650                        -2.46874                        -5.42487
21-01-2024 23:11:30.000.002.458                         11.6584                        -7.37838                        -22.5021
21-01-2024 23:12:29.999.998.882                         20.3362                        -19.7242                        0.967964
21-01-2024 23:13:29.999.995.306                         14.6605                        -10.3481                        -21.3880
21-01-2024 23:14:30.000.001.788                        -1.61709                        -11.4496                         30.6921
21-01-2024 23:15:29.999.998.211                         8.76698                        -24.3463                         14.1128
21-01-2024 23:16:30.000.004.693                         8.96453                        -18.7606                         14.4337
21-01-2024 23:17:30.000.001.117                         9.44778                        -17.5489                         12.8458
21-01-2024 23:18:29.999.997.541                         11.4143                        -23.8637                         7.60785
21-01-2024 23:19:30.000.004.023                         14.7265                        -22.1337                        -1.03497
21-01-2024 23:20:30.000.000.447                         13.5437                        -19.8409                        -12.3306
21-01-2024 23:21:29.999.996.870                         9.90687                        -24.3393                        -13.0031
21-01-2024 23:22:30.000.003.352                         12.9631                        -17.6069                        -18.2932
21-01-2024 23:23:29.999.999.776                         18.0019                        -21.7025                        -8.24452
21-01-2024 23:24:29.999.996.200                         11.5350                        -27.0830                         6.16168
21-01-2024 23:25:30.000.002.682                         14.4969                        -26.4731                         5.40186
21-01-2024 23:26:29.999.999.105                        -2.84700                        -5.58598                         17.0546
21-01-2024 23:27:29.999.995.529                        -3.52676                        -15.3801                         22.3592
21-01-2024 23:28:30.000.002.011                         7.06915                        -11.5789                         16.8003
21-01-2024 23:29:29.999.998.435                        -6.51923                        -14.9805                         20.6932
21-01-2024 23:30:30.000.004.917                         8.51464                        -20.6220                         7.62969
21-01-2024 23:31:30.000.001.341                         13.9528                        -22.4480                         2.28444
21-01-2024 23:32:29.999.997.764                         13.5407                        -9.49426                        -12.0081
21-01-2024 23:33:30.000.004.246                         18.9356                        -10.9360                        -14.8932
21-01-2024 23:34:30.000.000.670                         12.9900                        -21.5135                         4.07107
21-01-2024 23:35:29.999.997.094                         13.7147                        -18.1684                        -1.67235
21-01-2024 23:36:30.000.003.576                         14.2734                        -18.6437                        0.538605
21-01-2024 23:37:29.999.999.999                         13.9736                        -17.2990                        -8.26156
21-01-2024 23:38:29.999.996.423                         11.6711                        -21.5099                       -0.805572
21-01-2024 23:39:30.000.002.905                         8.90768                        -22.2942                        -8.93927
21-01-2024 23:40:29.999.999.329                         11.5454                        -19.7067                        -11.5925
21-01-2024 23:41:29.999.995.753                         11.8034                        -23.5518                         3.68313
21-01-2024 23:42:30.000.002.235                         13.3082                        -19.5520                        -6.13587
21-01-2024 23:43:29.999.998.658                         15.8079                        -20.4718                        -10.3028
21-01-2024 23:44:29.999.995.082                         10.8515                        -20.1041                        -2.86735
21-01-2024 23:45:30.000.001.564                         12.5760                        -22.2866                       -0.683179
21-01-2024 23:46:29.999.997.988                         13.4271                        -22.8957                         3.95701
21-01-2024 23:47:30.000.004.470                         5.40709                        -20.9262                         16.9743
21-01-2024 23:48:30.000.000.894                         13.0099                        -20.9991                        0.324330
21-01-2024 23:49:29.999.997.317                         12.4580                        -22.2068                       -0.958525
21-01-2024 23:50:30.000.003.799                         12.1195                        -21.7905                         7.89499
21-01-2024 23:51:30.000.000.223                         7.34922                        -22.2095                         11.6599
21-01-2024 23:52:29.999.996.647                        -11.3222                        -10.7685                         25.8149
21-01-2024 23:53:30.000.003.129                        -10.7701                        -11.8155                         25.4904
21-01-2024 23:54:29.999.999.552                        -6.04563                        -15.0071                         18.7077
21-01-2024 23:55:29.999.995.976                        -5.45820                        -19.5333                         20.9299
21-01-2024 23:56:30.000.002.458                        -5.05184                        -17.2007                         16.4485
21-01-2024 23:57:29.999.998.882                        -5.05535                        -17.5721                         24.2311
21-01-2024 23:58:29.999.995.306                        -3.89890                        -19.3715                         21.9846
21-01-2024 23:59:30.000.001.788                        -2.24266                        -21.8858                         18.3901
22-01-2024 00:00:29.999.998.211                        -1.77421                        -24.0956                         7.14294
22-01-2024 00:01:30.000.004.693                       -0.601647                        -17.6068                         27.1694
22-01-2024 00:02:30.000.001.117                       -0.440075                        -21.7197                         22.5366
22-01-2024 00:03:29.999.997.541                     -0.00654178                        -22.6592                         21.4958
22-01-2024 00:04:30.000.004.023                         3.73642                        -22.1432                         11.0463
22-01-2024 00:05:30.000.000.447                         4.97480                        -23.2867                         13.4903
22-01-2024 00:06:29.999.996.870                         6.61857                        -23.9122                         16.1840
22-01-2024 00:07:30.000.003.352                         15.4047                        -23.7196                         3.46240
22-01-2024 00:08:29.999.999.776                         15.9036                        -21.4610                        -6.35018
22-01-2024 00:09:29.999.996.200                         16.3495                        -15.2390                        -13.3652
22-01-2024 00:10:30.000.002.682                         14.8890                        -12.1384                        -17.8788
22-01-2024 00:11:29.999.999.105                         13.3329                        -12.2840                        -19.4283
22-01-2024 00:12:29.999.995.529                         14.7216                        -11.6889                        -18.2036
22-01-2024 00:13:30.000.002.011                         13.8551                        -8.45721                        -19.7481
22-01-2024 00:14:29.999.998.435                         17.1001                        -9.95232                        -15.0085
22-01-2024 00:15:30.000.004.917                         14.4317                        -16.0262                        -9.46785
22-01-2024 00:16:30.000.001.341                        0.259820                        -18.3184                         17.6606
22-01-2024 00:17:29.999.997.764                         7.80850                        -26.6652                         3.77985
22-01-2024 00:18:30.000.004.246                         8.65108                        -17.8055                        -9.20450
22-01-2024 00:19:30.000.000.670                        -2.86975                        -23.3390                         18.7499
22-01-2024 00:20:29.999.997.094                        -15.3853                        -20.1536                         21.2015
22-01-2024 00:21:30.000.003.576                        -3.46453                        -20.0302                         17.7328
22-01-2024 00:22:30.000.000.000                       -0.427840                        -23.1023                         17.5027
22-01-2024 00:23:29.999.996.423                        -3.47104                        -21.9445                         25.5563
22-01-2024 00:24:30.000.002.905                         2.41353                        -14.0452                         19.0204
22-01-2024 00:25:29.999.999.329                        -7.07857                        -25.5034                         2.43864
22-01-2024 00:26:29.999.995.753                        -7.85546                       -0.796248                         27.4948
22-01-2024 00:27:30.000.002.235                        -2.74413                        -7.98560                         20.5741
22-01-2024 00:28:29.999.998.658                        0.479167                        -16.5282                         26.6052
22-01-2024 00:29:29.999.995.082                         4.60868                        -24.5211                         13.4671
22-01-2024 00:30:30.000.001.564                         3.99118                        -23.7553                         7.57420
22-01-2024 00:31:29.999.997.988                         11.3754                        -32.7392                         2.47316
22-01-2024 00:32:30.000.004.470                        -20.4734                        -2.18912                         28.0891
22-01-2024 00:33:30.000.000.894                        -21.3568                        -6.00068                         26.2396
22-01-2024 00:34:29.999.997.317                        -27.3437                         31.6668                         16.7274
22-01-2024 00:35:30.000.003.799                        -23.0390                         14.5863                         24.8662
22-01-2024 00:36:30.000.000.223                        -19.2357                        -10.7627                         26.1027
22-01-2024 00:37:29.999.996.647                        -18.5128                         2.33275                         23.2289
22-01-2024 00:38:30.000.003.129                        -14.9574                         7.30537                         23.8082
22-01-2024 00:39:29.999.999.552                        -20.4584                         7.39240                         23.6203
22-01-2024 00:40:29.999.995.976                        -23.4952                         17.6887                         20.4823
22-01-2024 00:41:30.000.002.458                        -23.3218                         22.7489                         18.2248
22-01-2024 00:42:29.999.998.882                        -23.0665                         24.5042                         17.5361
22-01-2024 00:43:29.999.995.306                        -22.6516                         23.0278                         18.8401
22-01-2024 00:44:30.000.001.788                        -22.7653                         22.6320                         15.4649
22-01-2024 00:45:29.999.998.211                        -21.5408                         25.5065                         13.5366
22-01-2024 00:46:30.000.004.693                        -24.5024                         27.1953                         12.2129
22-01-2024 00:47:30.000.001.117                        -22.7375                         29.4005                         13.9588
22-01-2024 00:48:29.999.997.541                        -23.1803                         29.8735                         9.08609
22-01-2024 00:49:30.000.004.023                        -22.8381                         27.1361                         11.6114
22-01-2024 00:50:30.000.000.447                        -20.3734                         30.3115                         7.90304
22-01-2024 00:51:29.999.996.870                        -21.5822                         29.3742                         9.48861
22-01-2024 00:52:30.000.003.352                        -17.3509                         32.4376                         7.54279
22-01-2024 00:53:29.999.999.776                        -19.2035                         30.8947                         11.0778
22-01-2024 00:54:29.999.996.200                        -15.0755                         34.7869                        0.661842
22-01-2024 00:55:30.000.002.682                        -15.5293                         34.3412                         4.15694
22-01-2024 00:56:29.999.999.105                        -17.0939                         33.3084                         3.09033
22-01-2024 00:57:29.999.995.529                        -16.6573                         35.1096                         3.74693
22-01-2024 00:58:30.000.002.011                        -15.5932                         39.5343                         4.46454
22-01-2024 00:59:29.999.998.435                        -19.0620                         39.6759                       -0.274202
22-01-2024 01:00:30.000.004.917                        -18.5701                         36.0682                        -3.79034
22-01-2024 01:01:30.000.001.341                        -16.4721                         41.2406                        -2.05108
22-01-2024 01:02:29.999.997.764                        -21.5136                         36.9258                        -4.44556
22-01-2024 01:03:30.000.004.246                        -17.8943                         37.5427                         8.73271
22-01-2024 01:04:30.000.000.670                        -16.6677                         37.4150                         12.2193
22-01-2024 01:05:29.999.997.094                        -17.4239                         35.1192                         18.2569
22-01-2024 01:06:30.000.003.576                        -16.2342                         33.8928                         18.4888
22-01-2024 01:07:30.000.000.000                        -9.93910                         30.1640                         21.7410
22-01-2024 01:08:29.999.996.423                        -10.0890                         25.9448                         24.8458
22-01-2024 01:09:30.000.002.905                        -3.57890                         23.0977                         29.2063
22-01-2024 01:10:29.999.999.329                         11.3157                        -2.99033                         37.0252
22-01-2024 01:11:29.999.995.753                         12.1775                        -10.0373                         36.7820
22-01-2024 01:12:30.000.002.235                         12.7713                        -10.7341                         39.7125
22-01-2024 01:13:29.999.998.658                         12.6385                        -11.8410                         41.9667
22-01-2024 01:14:29.999.995.082                         27.6104                        -26.1813                         17.0128
22-01-2024 01:15:30.000.001.564                         20.4590                        -24.6399                         27.0825
22-01-2024 01:16:29.999.997.988                         19.5380                        -30.8250                         15.5704
22-01-2024 01:17:30.000.004.470                         18.3467                        -33.5040                        -5.29185
22-01-2024 01:18:30.000.000.894                         19.1496                        -28.4878                         10.9622
22-01-2024 01:19:29.999.997.317                         23.0180                        -24.6029                         14.2969
22-01-2024 01:20:30.000.003.799                         24.4829                        -29.8177                         10.3012
22-01-2024 01:21:30.000.000.223                         19.6144                        -36.3020                        -6.87075
22-01-2024 01:22:29.999.996.647                         17.5407                        -37.5854                        -11.1107
22-01-2024 01:23:30.000.003.129                         22.3143                        -40.6718                        0.230014
22-01-2024 01:24:29.999.999.552                         18.8709                        -41.9270                         10.3303
22-01-2024 01:25:29.999.995.976                         18.9045                        -42.0034                        -8.52445
22-01-2024 01:26:30.000.002.458                         13.8387                        -45.5262                        -1.01265
22-01-2024 01:27:29.999.998.882                         17.0435                        -43.3086                         10.5942
22-01-2024 01:28:29.999.995.306                         20.0067                        -44.0554                         13.2931
22-01-2024 01:29:30.000.001.788                         20.6741                        -45.6887                         6.53699
22-01-2024 01:30:29.999.998.211                         17.5945                        -48.2450                        -5.22007
22-01-2024 01:31:30.000.004.693                         19.2575                        -47.8359                        -3.09622
22-01-2024 01:32:30.000.001.117                         16.1314                        -42.9571                        -9.27373
22-01-2024 01:33:29.999.997.541                         15.6460                        -46.5191                        -1.50895
22-01-2024 01:34:30.000.004.023                         16.0935                        -46.5792                         1.41263
22-01-2024 01:35:30.000.000.447                         17.5377                        -44.0071                         5.19777
22-01-2024 01:36:29.999.996.870                         16.6309                        -42.0532                         3.78583
22-01-2024 01:37:30.000.003.352                         17.4871                        -41.3703                         3.20402
22-01-2024 01:38:29.999.999.776                         13.4769                        -47.0652                        -5.17882
22-01-2024 01:39:29.999.996.200                         15.1354                        -44.0156                         10.8997
22-01-2024 01:40:30.000.002.682                         17.0070                        -42.7938                         12.1028
22-01-2024 01:41:29.999.999.105                         17.7038                        -42.1184                         12.9158
22-01-2024 01:42:29.999.995.529                         15.5853                        -44.8749                         7.04563
22-01-2024 01:43:30.000.002.011                         23.9918                        -38.4681                         11.4614
22-01-2024 01:44:29.999.998.435                         18.7601                        -43.2173                         9.22439
22-01-2024 01:45:30.000.004.917                         16.3267                        -44.7467                         6.20287
22-01-2024 01:46:30.000.001.341                         16.4569                        -43.7648                         8.77409
22-01-2024 01:47:29.999.997.764                         15.5143                        -44.3437                         5.13424
22-01-2024 01:48:30.000.004.246                         15.7422                        -43.9892                         5.93439
22-01-2024 01:49:30.000.000.670                         17.1545                        -41.8662                         9.56215
22-01-2024 01:50:29.999.997.094                         13.5440                        -42.5983                         2.98134
22-01-2024 01:51:30.000.003.576                         14.3456                        -41.3541                         5.77343
22-01-2024 01:52:30.000.000.000                         13.1109                        -41.8617                        -1.99377
22-01-2024 01:53:29.999.996.423                         13.5088                        -41.6016                         2.81335
22-01-2024 01:54:30.000.002.905                         12.2344                        -42.2043                         3.06838
22-01-2024 01:55:29.999.999.329                         11.5534                        -41.7725                         4.07078
22-01-2024 01:56:29.999.995.753                         11.7910                        -41.0228                         7.31183
22-01-2024 01:57:30.000.002.235                         10.6294                        -39.1523                         9.46774
22-01-2024 01:58:29.999.998.658                         10.2842                        -39.8275                         7.18312
22-01-2024 01:59:29.999.995.082                         9.66156                        -39.3676                         5.83480
22-01-2024 02:00:30.000.001.564                         7.37625                        -40.2052                         3.44726
22-01-2024 02:01:29.999.997.988                         12.5701                        -38.3533                         1.57566
22-01-2024 02:02:30.000.004.470                         9.89024                        -39.5147                         2.12277
22-01-2024 02:03:30.000.000.894                         10.5000                        -38.9724                        0.731734
22-01-2024 02:04:29.999.997.317                         5.95086                        -39.9957                        0.396500
22-01-2024 02:05:30.000.003.799                         6.32813                        -39.9688                         1.35359
22-01-2024 02:06:30.000.000.223                         10.4423                        -37.4835                        -2.87867
22-01-2024 02:07:29.999.996.647                         9.58308                        -37.7904                        -4.65602
22-01-2024 02:08:30.000.003.129                         8.66768                        -36.8933                        -8.82723
22-01-2024 02:09:29.999.999.552                         8.78021                        -36.8133                        -8.94776
22-01-2024 02:10:29.999.995.976                         6.73850                        -33.5224                        -16.1178
22-01-2024 02:11:30.000.002.458                         7.50395                        -35.4652                        -12.3016
22-01-2024 02:12:29.999.998.882                         8.86265                        -39.3124                        -1.15754
22-01-2024 02:13:29.999.995.306                         8.85375                        -39.3067                         5.51822
22-01-2024 02:14:30.000.001.788                         5.90955                        -39.8177                        -7.30989
22-01-2024 02:15:29.999.998.211                         7.24744                        -40.3950                        -5.15965
22-01-2024 02:16:30.000.004.693                         3.86815                        -40.0641                        -9.70543
22-01-2024 02:17:30.000.001.117                         2.45339                        -39.0791                        -9.51810
22-01-2024 02:18:29.999.997.541                         1.73410                        -35.6898                        -16.9288
22-01-2024 02:19:30.000.004.023                         6.65470                        -39.4593                        -9.22322
22-01-2024 02:20:30.000.000.447                         3.66642                        -38.8330                        -10.3649
22-01-2024 02:21:29.999.996.870                        -7.61655                        -34.4409                        -18.3380
22-01-2024 02:22:30.000.003.352                        -7.38432                        -33.0589                        -21.4989
22-01-2024 02:23:29.999.999.776                        -5.67192                        -33.5106                        -18.1748
22-01-2024 02:24:29.999.996.200                        0.551054                        -34.8366                        -14.7759
22-01-2024 02:25:30.000.002.682                         6.18351                        -29.3839                        -23.7343
22-01-2024 02:26:29.999.999.105                        0.893216                        -33.3405                        -16.4574
22-01-2024 02:27:29.999.995.529                        -2.45645                        -32.4377                        -13.6685
22-01-2024 02:28:30.000.002.011                        -6.64711                        -33.1601                        -9.32076
22-01-2024 02:29:29.999.998.435                         4.79598                        -32.0237                        -14.0636
22-01-2024 02:30:30.000.004.917                        -4.04095                        -34.2799                        -7.25870
22-01-2024 02:31:30.000.001.341                         3.51071                        -33.2028                        -10.4305
22-01-2024 02:32:29.999.997.764                         5.38320                        -32.7008                        -8.88249
22-01-2024 02:33:30.000.004.246                         5.17895                        -31.9311                        -10.0866
22-01-2024 02:34:30.000.000.670                         3.95325                        -31.2587                        -10.1284
22-01-2024 02:35:29.999.997.094                         5.55917                        -31.1654                        -9.68724
22-01-2024 02:36:30.000.003.576                         6.99878                        -31.3631                        -10.9175
22-01-2024 02:37:30.000.000.000                         7.32548                        -30.9852                        -9.49959
22-01-2024 02:38:29.999.996.423                         4.96528                        -27.9991                        -15.4064
22-01-2024 02:39:30.000.002.905                         9.65861                        -28.1196                        -13.5265
22-01-2024 02:40:29.999.999.329                         4.09993                        -32.9285                       -0.971141
22-01-2024 02:41:29.999.995.753                         12.5749                        -30.3208                        -8.72668
22-01-2024 02:42:30.000.002.235                         14.3370                        -31.9253                         2.89435
22-01-2024 02:43:29.999.998.658                         10.1919                        -31.8042                        -8.88746
22-01-2024 02:44:29.999.995.082                         4.58875                        -33.5931                        -10.4012
22-01-2024 02:45:30.000.001.564                         8.23542                        -35.7012                        -10.9570
22-01-2024 02:46:29.999.997.988                         7.16594                        -34.6614                        -11.5734
22-01-2024 02:47:30.000.004.470                         13.8506                        -32.4692                        -4.93490
22-01-2024 02:48:30.000.000.894                         14.8109                        -31.6214                        -5.44359
22-01-2024 02:49:29.999.997.317                         16.5641                        -30.1600                        -4.09273
22-01-2024 02:50:30.000.003.799                         21.7253                        -27.2170                        -2.02333
22-01-2024 02:51:30.000.000.223                         23.1013                        -25.6714                       -0.228825
22-01-2024 02:52:29.999.996.647                         25.1608                        -22.9026                        -1.79701
22-01-2024 02:53:30.000.003.129                         25.8418                        -21.0734                        -5.47463
