EPOCH                                                       B_R                             B_T                             B_N
dd-mm-yyyy hh:mm:ss.mil.mic.nan                              nT                              nT                              nT
19-01-2024 07:38:29.999.999.776                         2.70362                        -4.53741                        -1.89909
19-01-2024 07:39:29.999.996.200                         2.93362                        -5.07584                      -0.0227322
19-01-2024 07:40:30.000.002.682                         2.96143                        -5.05127                       -0.556240
19-01-2024 07:41:29.999.999.105                         2.35889                        -5.29753                       -0.645634
19-01-2024 07:42:29.999.995.529                         2.55999                        -5.18850                       -0.661581
19-01-2024 07:43:30.000.002.011                         2.32454                        -5.11654                        -1.73932
19-01-2024 07:44:29.999.998.435                         1.83891                        -5.28388                        -1.74095
19-01-2024 07:45:30.000.004.917                         2.25940                        -5.13369                        -1.45131
19-01-2024 07:46:30.000.001.341                         1.70566                        -5.57881                        -1.10905
19-01-2024 07:47:29.999.997.764                         2.37775                        -4.94482                        -2.20323
19-01-2024 07:48:30.000.004.246                         2.12382                        -5.30966                        -1.25998
19-01-2024 07:49:30.000.000.670                         1.35923                        -4.17332                        -3.74205
19-01-2024 07:50:29.999.997.094                         2.28629                        -4.39523                        -2.96429
19-01-2024 07:51:30.000.003.576                         2.37050                        -4.14496                        -3.23761
19-01-2024 07:52:29.999.999.999                         3.23378                        -4.69841                        -1.48606
19-01-2024 07:53:29.999.996.423                         3.24441                        -4.67248                        -1.53771
19-01-2024 07:54:30.000.002.905                         2.94770                        -4.31780                        -2.71808
19-01-2024 07:55:29.999.999.329                         3.12318                        -4.10573                        -2.78569
19-01-2024 07:56:29.999.995.753                         3.53964                        -3.87810                        -2.62879
19-01-2024 07:57:30.000.002.235                         3.15454                        -3.85408                        -3.15841
19-01-2024 07:58:29.999.998.658                         3.57772                        -3.90720                        -2.61682
19-01-2024 07:59:29.999.995.082                         3.87001                        -3.33345                        -3.34451
19-01-2024 08:00:30.000.001.564                         3.12198                        -4.25103                        -2.78817
19-01-2024 08:01:29.999.997.988                         3.43651                        -4.00277                        -2.89570
19-01-2024 08:02:30.000.004.470                         3.52375                        -3.54042                        -3.21311
19-01-2024 08:03:30.000.000.894                         2.66442                        -4.06298                        -3.24890
19-01-2024 08:04:29.999.997.317                         3.12561                        -3.27257                        -3.90648
19-01-2024 08:05:30.000.003.799                         2.51926                        -3.99392                        -3.36902
19-01-2024 08:06:30.000.000.223                         2.34087                        -3.44384                        -3.89869
19-01-2024 08:07:29.999.996.647                         2.63182                        -3.92345                        -3.31619
19-01-2024 08:08:30.000.003.129                         1.98932                        -2.85467                        -4.55487
19-01-2024 08:09:29.999.999.552                         2.25880                        -4.33742                        -2.96209
19-01-2024 08:10:29.999.995.976                         2.43906                        -4.59406                        -2.48245
19-01-2024 08:11:30.000.002.458                         1.91216                        -4.23590                        -3.24376
19-01-2024 08:12:29.999.998.882                         2.12054                        -4.02438                        -3.49160
19-01-2024 08:13:29.999.995.306                         2.20986                        -4.53115                        -2.74178
19-01-2024 08:14:30.000.001.788                         2.11323                        -4.42801                        -3.06934
19-01-2024 08:15:29.999.998.211                         1.85198                        -3.99502                        -3.81793
19-01-2024 08:16:30.000.004.693                         1.65605                        -4.71511                        -2.95934
19-01-2024 08:17:30.000.001.117                         2.08791                        -4.17658                        -3.54532
19-01-2024 08:18:29.999.997.541                         2.08649                        -4.79982                        -2.62825
19-01-2024 08:19:30.000.004.023                         3.07234                        -4.88302                         1.29206
19-01-2024 08:20:30.000.000.447                         2.83659                        -5.02119                         1.05537
19-01-2024 08:21:29.999.996.870                        -1.43022                         1.81027                         4.81590
19-01-2024 08:22:30.000.003.352                        -1.08907                         1.78070                         5.24880
19-01-2024 08:23:29.999.999.776                        -1.05785                         1.44366                         5.63209
19-01-2024 08:24:29.999.996.200                       -0.851964                         1.43382                         5.74134
19-01-2024 08:25:30.000.002.682                       -0.751403                         1.77729                         5.79559
19-01-2024 08:26:29.999.999.105                       -0.469424                         1.54274                         5.87412
19-01-2024 08:27:29.999.995.529                       -0.834189                         1.62771                         5.88332
19-01-2024 08:28:30.000.002.011                       -0.900619                         1.40235                         6.05900
19-01-2024 08:29:29.999.998.435                       -0.685906                         1.12451                         6.09092
19-01-2024 08:30:30.000.004.917                       -0.534925                        0.931714                         6.19401
19-01-2024 08:31:30.000.001.341                       -0.540699                         1.87503                         6.00155
19-01-2024 08:32:29.999.997.764                       -0.823002                        0.897389                         6.12511
19-01-2024 08:33:30.000.004.246                        -1.06868                       -0.216495                         6.15164
19-01-2024 08:34:30.000.000.670                       -0.963654                        0.209383                         6.15747
19-01-2024 08:35:29.999.997.094                        0.525192                        0.723438                         6.15511
19-01-2024 08:36:30.000.003.576                        0.179522                        0.388624                         6.39059
19-01-2024 08:37:30.000.000.000                       -0.244277                       -0.376922                         6.34576
19-01-2024 08:38:29.999.996.423                       -0.325981                        -2.47187                         5.63014
19-01-2024 08:39:30.000.002.905                        0.347684                        -4.78225                         3.25441
19-01-2024 08:40:29.999.999.329                       -0.122257                        -3.74889                         4.70223
19-01-2024 08:41:29.999.995.753                      -0.0353377                        -2.83516                         5.37652
19-01-2024 08:42:30.000.002.235                       -0.112809                        -2.48847                         5.30034
19-01-2024 08:43:29.999.998.658                        0.389561                        -1.90751                         5.51675
19-01-2024 08:44:29.999.995.082                        0.943312                       -0.896953                         5.72168
19-01-2024 08:45:30.000.001.564                        0.592197                        -1.04106                         5.92372
19-01-2024 08:46:29.999.997.988                        0.152903                       -0.369364                         6.09626
19-01-2024 08:47:30.000.004.470                         1.34791                        -2.58413                         5.26111
19-01-2024 08:48:30.000.000.894                         1.70215                        -2.77685                         5.05141
19-01-2024 08:49:29.999.997.317                         1.40518                        -3.46612                         4.74110
19-01-2024 08:50:30.000.003.799                         1.22078                        -3.36805                         4.88677
19-01-2024 08:51:30.000.000.223                         1.56296                        -2.84117                         5.20210
19-01-2024 08:52:29.999.996.647                         1.25421                        -2.94025                         5.24455
19-01-2024 08:53:30.000.003.129                         1.49354                        -3.13369                         5.02804
19-01-2024 08:54:29.999.999.552                         1.36506                        -3.88833                         4.64942
19-01-2024 08:55:29.999.995.976                         1.61195                        -4.27385                         4.08314
19-01-2024 08:56:30.000.002.458                         1.87143                        -4.04209                         4.13604
19-01-2024 08:57:29.999.998.882                         1.87463                        -3.86258                         4.39275
19-01-2024 08:58:29.999.995.306                         1.11993                        -3.88755                         4.60338
19-01-2024 08:59:30.000.001.788                         1.50976                        -3.48442                         4.78106
19-01-2024 09:00:29.999.998.211                         1.69924                        -3.37230                         4.76710
19-01-2024 09:01:30.000.004.693                         2.68094                        -4.71904                         2.50599
19-01-2024 09:02:30.000.001.117                         1.96416                        -5.15168                         1.91871
19-01-2024 09:03:29.999.997.541                         1.23241                        -3.04581                         4.39994
19-01-2024 09:04:30.000.004.023                         1.60431                        -4.35578                         3.34442
19-01-2024 09:05:30.000.000.447                         2.34370                        -4.16985                         3.04717
19-01-2024 09:06:29.999.996.870                         2.40244                        -4.56243                         2.29932
19-01-2024 09:07:30.000.003.352                         2.35814                        -4.01057                         3.14188
19-01-2024 09:08:29.999.999.776                       -0.285879                        0.380867                         5.77038
19-01-2024 09:09:29.999.996.200                        0.155190                       -0.573194                         5.42444
19-01-2024 09:10:30.000.002.682                       -0.253693                        -1.51555                         5.50548
19-01-2024 09:11:29.999.999.105                        0.114001                        -1.66016                         5.56150
19-01-2024 09:12:29.999.995.529                       -0.326809                        -3.06823                         5.09448
19-01-2024 09:13:30.000.002.011                      -0.0617138                        -3.38206                         5.33627
19-01-2024 09:14:29.999.998.435                       -0.324843                        -3.90700                         4.74473
19-01-2024 09:15:30.000.004.917                        -1.27293                        -4.55316                         3.91740
19-01-2024 09:16:30.000.001.341                        0.273259                        -2.84214                         5.54234
19-01-2024 09:17:29.999.997.764                        0.260744                        -4.10700                         4.67825
19-01-2024 09:18:30.000.004.246                       0.0466769                        -4.11503                         4.77416
19-01-2024 09:19:30.000.000.670                        0.286745                        -3.98281                         4.97282
19-01-2024 09:20:29.999.997.094                        0.575100                        -4.11875                         4.74639
19-01-2024 09:21:30.000.003.576                        0.125029                        -4.03232                         4.99603
19-01-2024 09:22:30.000.000.000                        0.423612                        -3.09352                         5.88084
19-01-2024 09:23:29.999.996.423                        0.887184                        -3.85229                         5.30705
19-01-2024 09:24:30.000.002.905                        0.464060                        -4.37460                         4.83632
19-01-2024 09:25:29.999.999.329                        0.764680                        -4.08147                         5.08821
19-01-2024 09:26:29.999.995.753                       -0.260650                        -3.51036                         5.53638
19-01-2024 09:27:30.000.002.235                       -0.435129                        -2.99956                         5.77508
19-01-2024 09:28:29.999.998.658                       -0.864923                        -2.35156                         6.03884
19-01-2024 09:29:29.999.995.082                       -0.255069                        -2.40157                         5.95949
19-01-2024 09:30:30.000.001.564                       -0.427751                        -2.21512                         6.03313
19-01-2024 09:31:29.999.997.988                       -0.762374                        -2.85135                         5.73291
19-01-2024 09:32:30.000.004.470                       -0.629675                        -2.64482                         5.93590
19-01-2024 09:33:30.000.000.894                       -0.608079                        -2.73446                         5.82204
19-01-2024 09:34:29.999.997.317                        -1.06318                        -2.08069                         6.10549
19-01-2024 09:35:30.000.003.799                       -0.825875                        -1.75520                         6.12619
19-01-2024 09:36:30.000.000.223                       -0.751615                        -2.00736                         6.01863
19-01-2024 09:37:29.999.996.647                      -0.0948324                        -1.82657                         6.07811
19-01-2024 09:38:30.000.003.129                       -0.334736                        -1.71903                         6.01862
19-01-2024 09:39:29.999.999.552                       -0.751804                        -2.68284                         5.76133
19-01-2024 09:40:29.999.995.976                        0.273333                        -2.05426                         5.95920
19-01-2024 09:41:30.000.002.458                        0.323275                        -1.72544                         6.01174
19-01-2024 09:42:29.999.998.882                        0.328542                        -1.59765                         6.06016
19-01-2024 09:43:29.999.995.306                        0.427493                        -1.50349                         6.05526
19-01-2024 09:44:30.000.001.788                         1.28094                        -1.44331                         5.95543
19-01-2024 09:45:29.999.998.211                         2.40717                       -0.823686                         5.83846
19-01-2024 09:46:30.000.004.693                         4.64206                         2.25064                         4.08922
19-01-2024 09:47:30.000.001.117                         2.85433                       -0.522850                         5.86827
19-01-2024 09:48:29.999.997.541                         2.26961                       -0.155042                         5.92436
19-01-2024 09:49:30.000.004.023                         3.04665                       -0.402676                         5.65876
19-01-2024 09:50:30.000.000.447                         2.95293                        -2.98909                         4.75790
19-01-2024 09:51:29.999.996.870                         2.76162                        -3.04688                         4.72668
19-01-2024 09:52:30.000.003.352                         1.93257                        -3.45248                         4.81095
19-01-2024 09:53:29.999.999.776                         1.16199                        -3.29298                         5.15575
19-01-2024 09:54:29.999.996.200                         2.22130                        -3.64007                         4.43631
19-01-2024 09:55:30.000.002.682                         2.31834                        -3.48047                         4.34253
19-01-2024 09:56:29.999.999.105                         1.70627                        -4.20326                         3.84168
19-01-2024 09:57:29.999.995.529                         1.43746                        -3.29305                         4.97128
19-01-2024 09:58:30.000.002.011                         1.49311                        -3.90981                         4.56699
19-01-2024 09:59:29.999.998.435                       -0.643579                        -2.29070                         5.65594
19-01-2024 10:00:30.000.004.917                        -1.24249                        -1.14558                         5.72090
19-01-2024 10:01:30.000.001.341                       -0.215010                        -1.14868                         5.82008
19-01-2024 10:02:29.999.997.764                        -1.21473                        -1.50705                         5.63536
19-01-2024 10:03:30.000.004.246                        -1.97745                         3.85843                         4.20341
19-01-2024 10:04:30.000.000.670                        0.623799                        -5.94065                         1.87527
19-01-2024 10:05:29.999.997.094                         1.88359                        -4.90069                         3.05346
19-01-2024 10:06:30.000.003.576                         1.24863                        -5.77287                       -0.760609
19-01-2024 10:07:29.999.999.999                         1.02937                        -5.66065                        0.177154
19-01-2024 10:08:29.999.996.423                         1.14128                        -5.77888                        0.767370
19-01-2024 10:09:30.000.002.905                        0.906386                        -5.77914                        0.867813
19-01-2024 10:10:29.999.999.329                        0.559074                        -5.75662                      -0.0155306
19-01-2024 10:11:29.999.995.753                        -1.53429                        -4.71205                         2.43036
19-01-2024 10:12:30.000.002.235                       -0.470627                        -2.36707                         5.40794
19-01-2024 10:13:29.999.998.658                        -1.03134                       -0.398371                         5.65554
19-01-2024 10:14:29.999.995.082                       -0.311637                        0.780597                         5.90451
19-01-2024 10:15:30.000.001.564                       -0.574653                        -1.18149                         5.74853
19-01-2024 10:16:29.999.997.988                         1.17329                        -3.46302                         4.61729
19-01-2024 10:17:30.000.004.470                        0.743903                        -2.11307                         5.52334
19-01-2024 10:18:30.000.000.894                         1.38441                        -2.11570                         5.46634
19-01-2024 10:19:29.999.997.317                         1.22095                        -2.33896                         5.49590
19-01-2024 10:20:30.000.003.799                         1.17720                        -4.62361                         3.96649
19-01-2024 10:21:30.000.000.223                        0.800193                        -4.19554                         4.19446
19-01-2024 10:22:29.999.996.647                         2.82582                        -5.17671                         1.92897
19-01-2024 10:23:30.000.003.129                         2.76522                        -4.74900                         3.04314
19-01-2024 10:24:29.999.999.552                         2.28194                        -5.20000                         2.82012
19-01-2024 10:25:29.999.995.976                         1.49769                        -5.57097                         2.35814
19-01-2024 10:26:30.000.002.458                         1.86573                        -3.93040                         4.43491
19-01-2024 10:27:29.999.998.882                         1.68602                        -4.23484                         4.08630
19-01-2024 10:28:29.999.995.306                         1.74076                        -4.68464                         3.60788
19-01-2024 10:29:30.000.001.788                         1.37926                        -4.17439                         4.20764
19-01-2024 10:30:29.999.998.211                        0.965061                        -4.27336                         4.31652
19-01-2024 10:31:30.000.004.693                         1.60163                        -2.09511                         5.56673
19-01-2024 10:32:30.000.001.117                         1.96817                        -4.35886                         3.80148
19-01-2024 10:33:29.999.997.541                         1.90244                        -3.93459                         4.40546
19-01-2024 10:34:30.000.004.023                         1.68080                        -4.22009                         4.51452
19-01-2024 10:35:30.000.000.447                         2.04086                        -4.85052                         3.46978
19-01-2024 10:36:29.999.996.870                         2.02552                        -4.99224                         2.97237
19-01-2024 10:37:30.000.003.352                         2.12114                        -5.79724                        0.923398
19-01-2024 10:38:29.999.999.776                         1.46120                        -5.95202                        0.535584
19-01-2024 10:39:29.999.996.200                         1.15311                        -6.25425                       -0.138057
19-01-2024 10:40:30.000.002.682                         2.21538                        -6.11236                       -0.483808
19-01-2024 10:41:29.999.999.105                         1.44365                        -6.09584                        0.521476
19-01-2024 10:42:29.999.995.529                         1.14892                        -6.09112                         1.19100
19-01-2024 10:43:30.000.002.011                        0.731082                        -6.28278                         1.28794
19-01-2024 10:44:29.999.998.435                        0.829681                        -6.32225                        0.679676
19-01-2024 10:45:30.000.004.917                         1.62514                        -5.88844                         1.29659
19-01-2024 10:46:30.000.001.341                        0.903151                        -6.33980                     -0.00667147
19-01-2024 10:47:29.999.997.764                        0.698921                        -6.02299                         1.47549
19-01-2024 10:48:30.000.004.246                        0.393882                        -6.13324                         1.24409
19-01-2024 10:49:30.000.000.670                        0.583899                        -6.21376                        0.729410
19-01-2024 10:50:29.999.997.094                         1.24949                        -6.14799                         1.09461
19-01-2024 10:51:30.000.003.576                        0.819829                        -6.24058                         1.18790
19-01-2024 10:52:29.999.999.999                         1.37651                        -5.91286                         1.13107
19-01-2024 10:53:29.999.996.423                         1.30867                        -5.86789                        -1.00192
19-01-2024 10:54:30.000.002.905                         2.50994                        -5.97911                       -0.693733
19-01-2024 10:55:29.999.999.329                         2.40907                        -6.05386                       -0.707724
19-01-2024 10:56:29.999.995.753                         2.72975                        -5.84082                        -1.36979
19-01-2024 10:57:30.000.002.235                         2.09912                        -6.13308                       -0.618985
19-01-2024 10:58:29.999.998.658                         2.04643                        -6.16341                       -0.729553
19-01-2024 10:59:29.999.995.082                         1.91501                        -6.18487                       -0.793830
19-01-2024 11:00:30.000.001.564                         2.27642                        -6.00978                        0.348368
19-01-2024 11:01:29.999.997.988                         2.51450                        -5.78732                        0.343019
19-01-2024 11:02:30.000.004.470                         2.55527                        -5.82837                       -0.114526
19-01-2024 11:03:30.000.000.894                         2.66312                        -5.82045                        0.682563
19-01-2024 11:04:29.999.997.317                         2.51809                        -5.83092                        0.943998
19-01-2024 11:05:30.000.003.799                         2.38615                        -5.89043                       -0.462294
19-01-2024 11:06:30.000.000.223                         1.90730                        -6.07598                        0.763939
19-01-2024 11:07:29.999.996.647                         2.19418                        -6.00317                       -0.134397
19-01-2024 11:08:30.000.003.129                         2.11718                        -6.04783                      -0.0695160
19-01-2024 11:09:29.999.999.552                         2.61219                        -6.01203                       -0.365256
19-01-2024 11:10:29.999.995.976                         2.89589                        -6.04208                        0.106740
19-01-2024 11:11:30.000.002.458                         1.92996                        -6.14503                        0.535219
19-01-2024 11:12:29.999.998.882                       -0.340439                        -5.55004                        -3.67989
19-01-2024 11:13:29.999.995.306                       -0.498322                        -5.14248                        -4.11281
19-01-2024 11:14:30.000.001.788                       -0.432655                        -5.43309                        -3.76692
19-01-2024 11:15:29.999.998.211                       -0.277726                        -5.21101                        -3.76204
19-01-2024 11:16:30.000.004.693                       -0.756620                        -5.02838                        -4.22420
19-01-2024 11:17:30.000.001.117                       -0.938398                        -4.77948                        -4.39025
19-01-2024 11:18:29.999.997.541                       -0.241888                        -4.08653                        -5.18054
19-01-2024 11:19:30.000.004.023                        -1.39377                        -5.25608                        -3.93429
19-01-2024 11:20:30.000.000.447                       -0.818008                        -5.33208                        -3.90113
19-01-2024 11:21:29.999.996.870                       -0.832083                        -5.40879                        -3.39796
19-01-2024 11:22:30.000.003.352                        -1.07002                        -5.22406                        -3.38605
19-01-2024 11:23:29.999.999.776                       -0.969486                        -5.39011                        -3.08280
19-01-2024 11:24:29.999.996.200                       -0.741078                        -5.08619                        -3.73366
19-01-2024 11:25:30.000.002.682                       -0.604346                        -5.02171                        -3.69816
19-01-2024 11:26:29.999.999.105                       0.0942145                        -5.47762                        -3.23793
19-01-2024 11:27:29.999.995.529                        0.237294                        -5.52175                        -3.40637
19-01-2024 11:28:30.000.002.011                        0.230285                        -5.13629                        -3.80419
19-01-2024 11:29:29.999.998.435                       -0.108339                        -5.71284                        -2.64354
19-01-2024 11:30:30.000.004.917                        0.433614                        -5.24612                        -3.63647
19-01-2024 11:31:30.000.001.341                       -0.280860                        -5.63885                        -2.41315
19-01-2024 11:32:29.999.997.764                       -0.985591                        -5.58660                        -2.43590
19-01-2024 11:33:30.000.004.246                       -0.115778                        -5.58346                        -2.75061
19-01-2024 11:34:30.000.000.670                       -0.106610                        -5.52366                        -2.64636
19-01-2024 11:35:29.999.997.094                       -0.415082                        -5.68857                        -2.03410
19-01-2024 11:36:30.000.003.576                        0.238742                        -5.90770                        -2.12432
19-01-2024 11:37:30.000.000.000                      -0.0890340                        -5.91104                        -2.51843
19-01-2024 11:38:29.999.996.423                       -0.677975                        -5.35591                        -3.56614
19-01-2024 11:39:30.000.002.905                        0.690960                        -5.77144                        -2.83914
19-01-2024 11:40:29.999.999.329                       0.0927923                        -5.70359                        -3.01108
19-01-2024 11:41:29.999.995.753                       -0.133902                        -5.70228                        -3.06746
19-01-2024 11:42:30.000.002.235                        0.350537                        -5.82595                        -2.94947
19-01-2024 11:43:29.999.998.658                        0.815359                        -5.97343                        -1.90709
19-01-2024 11:44:29.999.995.082                        0.732785                        -5.76421                        -2.86157
19-01-2024 11:45:30.000.001.564                         1.02971                        -5.87165                        -2.61846
19-01-2024 11:46:29.999.997.988                        0.936957                        -6.02076                        -2.35561
19-01-2024 11:47:30.000.004.470                         1.50036                        -6.07560                        -1.82714
19-01-2024 11:48:30.000.000.894                         1.36088                        -5.83905                        -1.97732
19-01-2024 11:49:29.999.997.317                         3.19609                        -4.38024                         2.71884
19-01-2024 11:50:30.000.003.799                         3.09540                        -4.03708                         2.27730
19-01-2024 11:51:30.000.000.223                         1.11312                        -1.04404                         5.32655
19-01-2024 11:52:29.999.996.647                         2.12777                        -3.59862                         4.24135
19-01-2024 11:53:30.000.003.129                         1.04044                        -3.65719                         4.38529
19-01-2024 11:54:29.999.999.552                         2.77391                        -4.51762                         2.66889
19-01-2024 11:55:29.999.995.976                         1.84857                        -5.18164                         1.44505
19-01-2024 11:56:30.000.002.458                         2.02831                        -4.92007                         2.06296
19-01-2024 11:57:29.999.998.882                         2.82553                        -4.69915                         1.72685
19-01-2024 11:58:29.999.995.306                         2.45130                        -5.52228                        0.827188
19-01-2024 11:59:30.000.001.788                         1.28248                        -5.92709                        -1.56603
19-01-2024 12:00:29.999.998.211                         1.41467                        -5.89523                        -1.32730
19-01-2024 12:01:30.000.004.693                        0.761762                        -5.80998                        -1.62462
19-01-2024 12:02:30.000.001.117                       0.0403995                        -5.56618                        -2.00618
19-01-2024 12:03:29.999.997.541                        0.424438                        -5.73114                        -1.16074
19-01-2024 12:04:30.000.004.023                         1.04374                        -5.62866                       -0.745157
19-01-2024 12:05:30.000.000.447                        0.191224                        -5.81952                        -1.18091
19-01-2024 12:06:29.999.996.870                        -1.04420                        -3.95856                        -4.29128
19-01-2024 12:07:30.000.003.352                       -0.505505                        -4.76580                        -3.50571
19-01-2024 12:08:29.999.999.776                        -1.03479                        -5.15025                        -3.43644
19-01-2024 12:09:29.999.996.200                        -1.59631                        -4.42675                        -4.23615
19-01-2024 12:10:30.000.002.682                        -2.04473                        -3.79314                        -4.27927
19-01-2024 12:11:29.999.999.105                         2.78694                         2.13839                         4.69117
19-01-2024 12:12:29.999.995.529                         2.97539                         3.04646                         3.81115
19-01-2024 12:13:30.000.002.011                         2.60692                         2.99235                         3.92584
19-01-2024 12:14:29.999.998.435                         1.29519                         2.03043                         3.34920
19-01-2024 12:15:30.000.004.917                         1.61928                         2.14639                         3.14314
19-01-2024 12:16:30.000.001.341                         1.84933                         1.84130                         3.62946
19-01-2024 12:17:29.999.997.764                         2.12759                         2.30075                         3.57761
19-01-2024 12:18:30.000.004.246                         2.30899                         2.11600                         3.79644
19-01-2024 12:19:30.000.000.670                         2.35568                         2.04736                         3.55822
19-01-2024 12:20:29.999.997.094                         2.22280                         2.68836                         3.94583
19-01-2024 12:21:30.000.003.576                         2.49480                         2.11094                         4.27181
19-01-2024 12:22:30.000.000.000                         3.47186                        0.797091                         4.48581
19-01-2024 12:23:29.999.996.423                         2.40562                        -3.39969                         4.82998
19-01-2024 12:24:30.000.002.905                         2.07587                        -3.85079                         4.50812
19-01-2024 12:25:29.999.999.329                         2.20777                        -3.98387                         4.28577
19-01-2024 12:26:29.999.995.753                         1.32116                        -4.41283                         4.16632
19-01-2024 12:27:30.000.002.235                         1.54905                        -4.43673                         4.14598
19-01-2024 12:28:29.999.998.658                        0.793834                        -5.11465                         2.96728
19-01-2024 12:29:29.999.995.082                        0.674617                        -5.17033                         3.20340
19-01-2024 12:30:30.000.001.564                        0.445578                        -5.82235                         1.93294
19-01-2024 12:31:29.999.997.988                         4.06407                         2.35407                         3.51524
19-01-2024 12:32:30.000.004.470                         4.49391                         1.36354                         4.20872
19-01-2024 12:33:30.000.000.894                         4.48182                         1.25501                         4.10343
19-01-2024 12:34:29.999.997.317                         4.72185                        0.503376                         3.94427
19-01-2024 12:35:30.000.003.799                         4.44881                        0.348021                         4.26654
19-01-2024 12:36:30.000.000.223                         4.18187                        0.111892                         4.67006
19-01-2024 12:37:29.999.996.647                         4.30402                        0.419644                         4.46801
19-01-2024 12:38:30.000.003.129                         4.56811                        0.374752                         4.34680
19-01-2024 12:39:29.999.999.552                         4.36540                        0.367013                         4.45334
19-01-2024 12:40:29.999.995.976                         4.20526                        0.790986                         4.47828
19-01-2024 12:41:30.000.002.458                         4.44775                        -1.47287                         4.17023
19-01-2024 12:42:29.999.998.882                         3.54456                        -2.36704                         4.64600
19-01-2024 12:43:29.999.995.306                         3.73492                        -1.36515                         4.97944
19-01-2024 12:44:30.000.001.788                         3.59742                        -1.84178                         4.86888
19-01-2024 12:45:29.999.998.211                         3.91247                        -2.06866                         4.72642
19-01-2024 12:46:30.000.004.693                         3.73936                        -2.70778                         4.59203
19-01-2024 12:47:30.000.001.117                         3.92692                        -2.34777                         4.57172
19-01-2024 12:48:29.999.997.541                         4.07005                        -2.09395                         4.61945
19-01-2024 12:49:30.000.004.023                         4.17081                        -2.28185                         4.51902
19-01-2024 12:50:30.000.000.447                         3.84320                        -2.27028                         4.76206
19-01-2024 12:51:29.999.996.870                         4.31866                        -2.17977                         4.36168
19-01-2024 12:52:30.000.003.352                         4.36328                       -0.757530                         4.56178
19-01-2024 12:53:29.999.999.776                         4.06482                        -2.58474                         4.47347
19-01-2024 12:54:29.999.996.200                         4.20225                        -2.25906                         4.65063
19-01-2024 12:55:30.000.002.682                         3.84848                        -3.24600                         3.85215
19-01-2024 12:56:29.999.999.105                         4.00768                        -3.96789                         3.17580
19-01-2024 12:57:29.999.995.529                         4.17052                        -4.02237                         2.78502
19-01-2024 12:58:30.000.002.011                         4.03749                        -4.38665                         1.95733
19-01-2024 12:59:29.999.998.435                         3.89147                        -4.43913                         2.31335
19-01-2024 13:00:30.000.004.917                         3.79938                        -3.54418                         3.56394
19-01-2024 13:01:30.000.001.341                         3.87447                        -1.05884                         4.51500
19-01-2024 13:02:29.999.997.764                         3.23493                        -3.59781                         3.52264
19-01-2024 13:03:30.000.004.246                         3.84338                        -3.01444                         3.89064
19-01-2024 13:04:30.000.000.670                         3.61644                        -2.80686                         4.29230
19-01-2024 13:05:29.999.997.094                         2.89419                        -1.81855                         4.84791
19-01-2024 13:06:30.000.003.576                         2.76866                        -1.08859                         5.41726
19-01-2024 13:07:30.000.000.000                         2.84094                        -1.18414                         5.33405
19-01-2024 13:08:29.999.996.423                         2.80118                        -1.74271                         5.01841
19-01-2024 13:09:30.000.002.905                         3.62140                        -1.35338                         4.95716
19-01-2024 13:10:29.999.999.329                         3.48713                        -1.36845                         5.08838
19-01-2024 13:11:29.999.995.753                         3.51065                        -1.52609                         5.23758
19-01-2024 13:12:30.000.002.235                         3.31111                        -1.86900                         5.26479
19-01-2024 13:13:29.999.998.658                         3.44655                        -2.09074                         5.20266
19-01-2024 13:14:29.999.995.082                         3.60446                        -1.15988                         5.21057
19-01-2024 13:15:30.000.001.564                         3.49027                        -1.23859                         5.27369
19-01-2024 13:16:29.999.997.988                         3.35012                        -1.75488                         5.19784
19-01-2024 13:17:30.000.004.470                         3.29057                        -2.12793                         5.09659
19-01-2024 13:18:30.000.000.894                         3.16230                        -1.73995                         5.34648
19-01-2024 13:19:29.999.997.317                         3.24508                        -2.95792                         4.95074
19-01-2024 13:20:30.000.003.799                         3.21179                        -2.16697                         5.39401
19-01-2024 13:21:30.000.000.223                         3.27945                        -2.29604                         5.49142
19-01-2024 13:22:29.999.996.647                         3.16208                        -2.82368                         5.56772
19-01-2024 13:23:30.000.003.129                         3.41919                        -1.89998                         5.32635
19-01-2024 13:24:29.999.999.552                         3.37513                        -1.82334                         5.44148
19-01-2024 13:25:29.999.995.976                         2.94294                        -1.31655                         5.52009
19-01-2024 13:26:30.000.002.458                         3.40497                        -1.17523                         5.45821
19-01-2024 13:27:29.999.998.882                        0.694527                        -5.08285                         4.35312
19-01-2024 13:28:29.999.995.306                        0.116679                        -5.32382                         3.91783
19-01-2024 13:29:30.000.001.788                      -0.0771658                        -5.72745                         3.42198
