EPOCH                                                       B_R                             B_T                             B_N
dd-mm-yyyy hh:mm:ss.mil.mic.nan                              nT                              nT                              nT
07-01-2024 03:57:29.999.995.529                        -1.13550                        -4.64598                       -0.387179
07-01-2024 03:58:30.000.002.011                        -1.52813                        -4.42464                        0.795519
07-01-2024 03:59:29.999.998.435                       -0.231143                        -4.71002                         1.05946
07-01-2024 04:00:30.000.004.917                        0.107404                        -4.62154                        0.594335
07-01-2024 04:01:30.000.001.341                         1.33765                        -4.59890                       0.0300466
07-01-2024 04:02:29.999.997.764                         1.11671                        -4.55713                       0.0674781
07-01-2024 04:03:30.000.004.246                        0.125348                        -4.67195                        0.618867
07-01-2024 04:04:30.000.000.670                        0.776259                        -4.57585                        0.669270
07-01-2024 04:05:29.999.997.094                         1.14271                        -4.34723                        0.893406
07-01-2024 04:06:30.000.003.576                       -0.615386                        -4.45718                       -0.651681
07-01-2024 04:07:30.000.000.000                         1.12732                        -4.34445                         1.39763
07-01-2024 04:08:29.999.996.423                        0.491726                        -4.46650                        0.799910
07-01-2024 04:09:30.000.002.905                       -0.471861                        -4.36223                         1.63157
07-01-2024 04:10:29.999.999.329                       -0.447977                        -3.93392                         2.85129
07-01-2024 04:11:29.999.995.753                        0.194734                        -4.73707                         1.28021
07-01-2024 04:12:30.000.002.235                       -0.679744                        -4.72187                        0.949460
07-01-2024 04:13:29.999.998.658                        0.334985                        -4.62521                        0.796715
07-01-2024 04:14:29.999.995.082                         1.17629                        -4.60004                        0.732752
07-01-2024 04:15:30.000.001.564                        0.592137                        -4.46322                         1.56888
07-01-2024 04:16:29.999.997.988                        0.496261                        -4.46342                         1.50384
07-01-2024 04:17:30.000.004.470                        0.762801                        -4.52595                         1.31320
07-01-2024 04:18:30.000.000.894                         1.45279                        -4.26617                         1.83533
07-01-2024 04:19:29.999.997.317                         2.04125                        -4.12057                         1.94650
07-01-2024 04:20:30.000.003.799                         2.28847                        -4.04290                         1.87682
07-01-2024 04:21:30.000.000.223                        0.206881                        -4.37431                         2.71677
07-01-2024 04:22:29.999.996.647                         1.31072                        -4.84068                         1.74272
07-01-2024 04:23:30.000.003.129                        -1.66483                        -4.80915                         1.10826
07-01-2024 04:24:29.999.999.552                       -0.229621                        -4.52575                         1.86931
07-01-2024 04:25:29.999.995.976                       -0.497263                        -4.55770                         1.87879
07-01-2024 04:26:30.000.002.458                        0.313955                        -4.29831                         2.30875
07-01-2024 04:27:29.999.998.882                        0.381523                        -4.34986                         2.18898
07-01-2024 04:28:29.999.995.306                       -0.223691                        -4.41941                         2.18111
07-01-2024 04:29:30.000.001.788                       -0.321191                        -4.45449                         2.34227
07-01-2024 04:30:29.999.998.211                       -0.692648                        -4.78426                         1.88554
07-01-2024 04:31:30.000.004.693                        -1.17643                        -4.60579                         1.71534
07-01-2024 04:32:30.000.001.117                       -0.543763                        -4.62276                         2.13105
07-01-2024 04:33:29.999.997.541                        0.136947                        -4.25248                         2.73173
07-01-2024 04:34:30.000.004.023                       -0.283010                        -4.75904                         1.92936
07-01-2024 04:35:30.000.000.447                        0.683233                        -4.47291                         2.40825
07-01-2024 04:36:29.999.996.870                        0.804490                        -4.98641                        0.759909
07-01-2024 04:37:30.000.003.352                         1.13818                        -4.90896                         1.17424
07-01-2024 04:38:29.999.999.776                         1.37745                        -4.67088                         1.62458
07-01-2024 04:39:29.999.996.200                         1.28814                        -4.63294                         1.72705
07-01-2024 04:40:30.000.002.682                      -0.0255040                        -4.52930                         2.44804
07-01-2024 04:41:29.999.999.105                       -0.485675                        -4.84487                         1.80854
07-01-2024 04:42:29.999.995.529                       -0.378380                        -4.47097                         2.49838
07-01-2024 04:43:30.000.002.011                       0.0383864                        -4.48165                         2.62781
07-01-2024 04:44:29.999.998.435                        0.872856                        -3.71055                         3.54527
07-01-2024 04:45:30.000.004.917                       0.0428962                        -5.09810                        0.860895
07-01-2024 04:46:30.000.001.341                        0.617678                        -3.24012                         3.69133
07-01-2024 04:47:29.999.997.764                        0.852165                        -3.91220                         3.13205
07-01-2024 04:48:30.000.004.246                         1.12529                        -4.63534                         1.60392
07-01-2024 04:49:30.000.000.670                        0.662763                        -4.40549                         2.54888
07-01-2024 04:50:29.999.997.094                         1.19206                        -4.38280                         2.00254
07-01-2024 04:51:30.000.003.576                         1.93857                        -3.53221                         2.99071
07-01-2024 04:52:30.000.000.000                        0.694416                        -3.90316                         3.13618
07-01-2024 04:53:29.999.996.423                        0.553367                        -3.65310                         3.54419
07-01-2024 04:54:30.000.002.905                        0.767225                        -3.55925                         3.68803
07-01-2024 04:55:29.999.999.329                        0.848319                        -3.29519                         4.01010
07-01-2024 04:56:29.999.995.753                        0.582416                        -2.39205                         4.34234
07-01-2024 04:57:30.000.002.235                        0.760927                        -2.39970                         4.21458
07-01-2024 04:58:29.999.998.658                        0.519450                        -1.99314                         4.26944
07-01-2024 04:59:29.999.995.082                      -0.0256126                        -1.55277                         4.41110
07-01-2024 05:00:30.000.001.564                        0.195860                        -1.83344                         4.54721
07-01-2024 05:01:29.999.997.988                         1.21912                        -2.27620                         4.04437
07-01-2024 05:02:30.000.004.470                       -0.225001                        -1.82792                         4.59634
07-01-2024 05:03:30.000.000.894                         2.24186                        -4.18657                         1.45225
07-01-2024 05:04:29.999.997.317                         1.79327                        -4.33973                         1.30890
07-01-2024 05:05:30.000.003.799                         2.55607                        -3.61329                         1.54828
07-01-2024 05:06:30.000.000.223                         1.31629                        -4.36379                         1.51632
07-01-2024 05:07:29.999.996.647                         1.41827                        -4.22460                        -2.09572
07-01-2024 05:08:30.000.003.129                         3.20667                        -3.72300                       -0.483251
07-01-2024 05:09:29.999.999.552                         2.53500                        -3.82425                        -1.70889
07-01-2024 05:10:29.999.995.976                         2.75233                        -3.91785                        -1.13857
07-01-2024 05:11:30.000.002.458                         1.53579                        -4.21211                        -1.77402
07-01-2024 05:12:29.999.998.882                         1.95341                        -4.20102                       -0.910972
07-01-2024 05:13:29.999.995.306                         1.62887                        -4.37442                        -1.25715
07-01-2024 05:14:30.000.001.788                         2.13803                        -4.08479                        -1.43256
07-01-2024 05:15:29.999.998.211                         1.71971                        -3.91699                        -1.83636
07-01-2024 05:16:30.000.004.693                         2.75502                        -3.54325                        -1.60984
07-01-2024 05:17:30.000.001.117                         3.11924                        -3.69330                      0.00343319
07-01-2024 05:18:29.999.997.541                         1.64401                        -1.81331                        -4.08985
07-01-2024 05:19:30.000.004.023                        0.972467                        -1.79327                        -4.37736
07-01-2024 05:20:30.000.000.447                         1.24886                        -1.30572                        -4.41911
07-01-2024 05:21:29.999.996.870                         1.08744                        -1.50301                        -4.34296
07-01-2024 05:22:30.000.003.352                         1.91516                        -1.80475                        -4.29320
07-01-2024 05:23:29.999.999.776                         2.42070                        -2.13221                        -3.79945
07-01-2024 05:24:29.999.996.200                         2.52557                        -2.64262                        -3.27679
07-01-2024 05:25:30.000.002.682                         2.48901                        -2.64897                        -3.30810
07-01-2024 05:26:29.999.999.105                         1.27324                        -2.81398                        0.928821
07-01-2024 05:27:29.999.995.529                         1.85393                        -2.64515                        -1.30960
07-01-2024 05:28:30.000.002.011                         2.76089                        -3.69250                       -0.598404
07-01-2024 05:29:29.999.998.435                         2.55969                        -3.07491                        -1.27860
07-01-2024 05:30:30.000.004.917                         3.35549                        -1.72293                        -3.35521
07-01-2024 05:31:30.000.001.341                         2.96720                        -2.35242                        -3.23811
07-01-2024 05:32:29.999.997.764                         3.06333                        -1.27677                        -3.94861
07-01-2024 05:33:30.000.004.246                         3.22116                        -1.33059                        -3.78217
07-01-2024 05:34:30.000.000.670                         3.72960                        -2.00568                        -2.82448
07-01-2024 05:35:29.999.997.094                         3.88843                        -2.49824                        -2.10804
07-01-2024 05:36:30.000.003.576                         2.67932                        -4.03319                        0.943891
07-01-2024 05:37:29.999.999.999                         2.53625                        -4.15782                        0.616804
07-01-2024 05:38:29.999.996.423                         3.28277                        -3.69676                        0.533240
07-01-2024 05:39:30.000.002.905                         1.92955                        -2.31951                        0.208418
07-01-2024 05:40:29.999.999.329                         2.86352                        -1.67939                      -0.0168612
07-01-2024 05:41:29.999.995.753                         2.58565                        -1.53215                       -0.214433
07-01-2024 05:42:30.000.002.235                         2.82419                        -1.88330                       -0.227084
07-01-2024 05:43:29.999.998.658                         2.14927                        -1.85831                       0.0609918
07-01-2024 05:44:29.999.995.082                         3.11135                        -2.07821                      -0.0275202
07-01-2024 05:45:30.000.001.564                         3.27290                        -2.24556                        0.122559
07-01-2024 05:46:29.999.997.988                         3.96451                        -2.87374                        0.287225
07-01-2024 05:47:30.000.004.470                         3.91268                        -2.82533                        0.711919
07-01-2024 05:48:30.000.000.894                         4.10904                        -2.25031                         1.48665
07-01-2024 05:49:29.999.997.317                         4.22575                        -1.97128                         1.50520
07-01-2024 05:50:30.000.003.799                         4.21025                        -2.41976                        0.987994
07-01-2024 05:51:30.000.000.223                         3.63275                        -1.94985                         2.70742
07-01-2024 05:52:29.999.996.647                         4.36296                        -2.07018                         1.29629
07-01-2024 05:53:30.000.003.129                         4.16352                        -2.15261                         1.03360
07-01-2024 05:54:29.999.999.552                         3.70103                        -1.62760                         1.38604
07-01-2024 05:55:29.999.995.976                         4.05928                        -1.99577                         1.82985
07-01-2024 05:56:30.000.002.458                         4.80843                       -0.276162                         1.17592
07-01-2024 05:57:29.999.998.882                         4.68522                        0.467223                        0.907173
07-01-2024 05:58:29.999.995.306                         4.51450                       -0.270555                         1.69634
07-01-2024 05:59:30.000.001.788                         2.74953                        -2.72818                         2.77650
07-01-2024 06:00:29.999.998.211                         4.11950                       -0.287608                         2.56219
07-01-2024 06:01:30.000.004.693                         4.13738                       -0.271484                         2.17341
07-01-2024 06:02:30.000.001.117                         3.49715                       -0.535616                         1.40626
07-01-2024 06:03:29.999.997.541                         3.57588                       -0.992259                         1.62524
07-01-2024 06:04:30.000.004.023                         4.31339                       -0.585347                         1.20617
07-01-2024 06:05:30.000.000.447                         4.36684                         1.10420                         1.32593
07-01-2024 06:06:29.999.996.870                         4.74782                        0.143615                         1.27816
07-01-2024 06:07:30.000.003.352                         4.62971                         1.54611                         1.08133
07-01-2024 06:08:29.999.999.776                         3.66072                         1.33603                         1.22323
07-01-2024 06:09:29.999.996.200                         3.79166                         1.71348                        0.599323
07-01-2024 06:10:30.000.002.682                         4.33602                         1.15073                        0.908246
07-01-2024 06:11:29.999.999.105                         3.25246                         2.71901                        0.606033
07-01-2024 06:12:29.999.995.529                         4.28269                       -0.675853                         1.79905
07-01-2024 06:13:30.000.002.011                         3.74478                        -1.81911                         2.48114
07-01-2024 06:14:29.999.998.435                         3.02517                        -2.56528                         2.93379
07-01-2024 06:15:30.000.004.917                         4.45168                       -0.428681                         1.56677
07-01-2024 06:16:30.000.001.341                         3.61119                       -0.474363                         2.82092
07-01-2024 06:17:29.999.997.764                        0.866443                        -4.81768                        0.594362
07-01-2024 06:18:30.000.004.246                        0.958580                        -4.59167                         1.64067
07-01-2024 06:19:30.000.000.670                         1.71240                        -4.73790                        0.291849
07-01-2024 06:20:29.999.997.094                       -0.875062                        -4.32801                        -1.97288
07-01-2024 06:21:30.000.003.576                       -0.111434                        -4.63906                        -1.71613
07-01-2024 06:22:30.000.000.000                        0.772858                        -4.78953                       -0.865118
07-01-2024 06:23:29.999.996.423                         1.81733                        -4.34712                         1.16408
07-01-2024 06:24:30.000.002.905                         1.72894                         2.72759                         3.97403
07-01-2024 06:25:29.999.999.329                        0.469653                         3.78984                         3.88536
07-01-2024 06:26:29.999.995.753                       -0.111286                         2.52010                         4.79127
07-01-2024 06:27:30.000.002.235                        0.566383                         2.93753                         4.70523
07-01-2024 06:28:29.999.998.658                        0.634341                         2.00577                         5.06013
07-01-2024 06:29:29.999.995.082                        0.671845                         2.00841                         5.08456
07-01-2024 06:30:30.000.001.564                        0.259798                         2.27979                         5.05295
07-01-2024 06:31:29.999.997.988                        0.377837                         2.18321                         5.09180
07-01-2024 06:32:30.000.004.470                       -0.758588                         2.49847                         4.56521
07-01-2024 06:33:30.000.000.894                      -0.0817449                         1.99497                         5.07475
07-01-2024 06:34:29.999.997.317                         1.10961                         1.03598                         5.23444
07-01-2024 06:35:30.000.003.799                       -0.394887                         1.26431                         5.03086
07-01-2024 06:36:30.000.000.223                       -0.374626                         1.35745                         5.15896
07-01-2024 06:37:29.999.996.647                       -0.887458                         1.22086                         5.21916
07-01-2024 06:38:30.000.003.129                         2.67939                        -1.31226                         4.49682
07-01-2024 06:39:29.999.999.552                         2.88216                        -2.12889                         4.14071
07-01-2024 06:40:29.999.995.976                         3.17622                        -2.02850                         4.10191
07-01-2024 06:41:30.000.002.458                         3.00229                        -2.32346                         3.90797
07-01-2024 06:42:29.999.998.882                         1.36577                        -2.17985                         4.03241
07-01-2024 06:43:29.999.995.306                         2.55660                        -4.20424                         1.69109
07-01-2024 06:44:30.000.001.788                         3.45591                        -2.81588                         2.96884
07-01-2024 06:45:29.999.998.211                         2.81215                        -3.91670                        0.736340
07-01-2024 06:46:30.000.004.693                         3.32024                        -3.73326                       -0.586133
07-01-2024 06:47:30.000.001.117                         2.01575                        -4.30017                        -1.23132
07-01-2024 06:48:29.999.997.541                         2.52266                        -3.62363                        -2.31126
07-01-2024 06:49:30.000.004.023                         2.19921                        -3.08359                        -3.25610
07-01-2024 06:50:30.000.000.447                         2.13284                        -3.95823                        -2.11748
07-01-2024 06:51:29.999.996.870                         2.43380                        -4.02846                        -1.47209
07-01-2024 06:52:30.000.003.352                         2.24289                        -3.82753                        -1.91590
07-01-2024 06:53:29.999.999.776                         3.68091                       -0.156958                         3.56773
07-01-2024 06:54:29.999.996.200                         3.29023                       -0.724299                         3.82434
07-01-2024 06:55:30.000.002.682                         3.17400                        -1.86952                         2.78486
07-01-2024 06:56:29.999.999.105                         3.96970                        -2.07291                         1.46563
07-01-2024 06:57:29.999.995.529                         1.34540                        -3.34603                        -2.60950
07-01-2024 06:58:30.000.002.011                         4.40191                        -1.91186                         1.13028
07-01-2024 06:59:29.999.998.435                         3.21292                        -1.79331                         2.98253
07-01-2024 07:00:30.000.004.917                         4.12192                        -1.85900                        0.608743
07-01-2024 07:01:30.000.001.341                         4.45447                        -1.74398                        0.835669
07-01-2024 07:02:29.999.997.764                         4.37361                        -1.63635                        0.994652
07-01-2024 07:03:30.000.004.246                         4.36369                        -1.89452                         1.48790
07-01-2024 07:04:30.000.000.670                         4.09566                        -2.06752                         1.75978
07-01-2024 07:05:29.999.997.094                         4.19426                        -1.71449                         1.95194
07-01-2024 07:06:30.000.003.576                         3.43528                        -1.02567                         3.31224
07-01-2024 07:07:29.999.999.999                         3.55459                       -0.798135                         3.44570
07-01-2024 07:08:29.999.996.423                         3.34225                        -1.06465                         3.54072
07-01-2024 07:09:30.000.002.905                         3.24803                        -1.44149                         3.42763
07-01-2024 07:10:29.999.999.329                         3.34832                        -1.27441                         3.61691
07-01-2024 07:11:29.999.995.753                         3.58983                        0.499027                         3.14975
07-01-2024 07:12:30.000.002.235                         4.30569                        0.579794                         2.47055
07-01-2024 07:13:29.999.998.658                         2.95446                        -1.71285                         3.77821
07-01-2024 07:14:29.999.995.082                         3.34270                        -1.76772                         3.43986
07-01-2024 07:15:30.000.001.564                         2.63088                        -1.55936                         4.21207
07-01-2024 07:16:29.999.997.988                         2.77039                        -2.05289                         3.77438
07-01-2024 07:17:30.000.004.470                         2.90133                       -0.451924                         4.16459
07-01-2024 07:18:30.000.000.894                        0.930990                        -3.76729                        -2.57694
07-01-2024 07:19:29.999.997.317                         1.46194                        -3.79269                        -2.57470
07-01-2024 07:20:30.000.003.799                         2.37519                        -3.10469                        -2.86432
07-01-2024 07:21:30.000.000.223                      -0.0805732                        -3.50086                        -3.41179
07-01-2024 07:22:29.999.996.647                         1.35837                        -4.56090                       -0.909221
07-01-2024 07:23:30.000.003.129                         1.76338                        -3.86437                        -2.42084
07-01-2024 07:24:29.999.999.552                        0.126398                        -2.89436                         3.87244
07-01-2024 07:25:29.999.995.976                        -2.02751                        -4.18742                         1.51461
07-01-2024 07:26:30.000.002.458                        -1.19285                        -3.33864                         3.35832
07-01-2024 07:27:29.999.998.882                        -2.29314                        -3.88318                         1.68567
07-01-2024 07:28:29.999.995.306                       -0.244758                        -3.42879                         3.20019
07-01-2024 07:29:30.000.001.788                        -1.51218                        -4.21057                         1.32999
07-01-2024 07:30:29.999.998.211                       -0.482276                        -3.64458                         2.73682
07-01-2024 07:31:30.000.004.693                       -0.503579                        -3.86769                         2.47721
07-01-2024 07:32:30.000.001.117                        0.684167                        -3.12928                         3.26084
07-01-2024 07:33:29.999.997.541                        0.340321                        -4.74309                       -0.714670
07-01-2024 07:34:30.000.004.023                     -0.00803606                        -4.81046                        -1.59294
07-01-2024 07:35:30.000.000.447                        0.183434                        -5.06018                       -0.811578
07-01-2024 07:36:29.999.996.870                      0.00729547                        -4.73699                       -0.726450
07-01-2024 07:37:30.000.003.352                        0.620330                        -4.94328                       -0.380666
07-01-2024 07:38:29.999.999.776                        0.613523                        -4.92639                       -0.747971
07-01-2024 07:39:29.999.996.200                        0.576320                        -4.92732                        -1.39305
07-01-2024 07:40:30.000.002.682                        0.628262                        -4.91222                       -0.756061
07-01-2024 07:41:29.999.999.105                       -0.526052                        -4.44046                        -1.99386
07-01-2024 07:42:29.999.995.529                         1.67383                        -1.35570                         4.02209
07-01-2024 07:43:30.000.002.011                       -0.168734                        -2.55186                        -4.32181
07-01-2024 07:44:29.999.998.435                         1.08986                        -3.12481                        -3.77959
07-01-2024 07:45:30.000.004.917                         1.36499                        -3.97378                        -2.69786
07-01-2024 07:46:30.000.001.341                         1.23413                        -3.44673                        -3.30107
07-01-2024 07:47:29.999.997.764                        0.828155                        -3.89918                        -2.96102
07-01-2024 07:48:30.000.004.246                         1.12464                        -4.34706                        -2.17278
07-01-2024 07:49:30.000.000.670                         3.37053                        -3.25859                       -0.358037
07-01-2024 07:50:29.999.997.094                         1.55501                        -4.02422                         1.89516
07-01-2024 07:51:30.000.003.576                        0.679362                        -4.79133                        0.474460
07-01-2024 07:52:29.999.999.999                         2.52082                        -4.12206                        0.312703
07-01-2024 07:53:29.999.996.423                        0.171501                        -4.97872                       0.0261213
07-01-2024 07:54:30.000.002.905                        0.853997                        -4.90575                       -0.312856
07-01-2024 07:55:29.999.999.329                         1.99832                        -4.54769                       0.0743299
07-01-2024 07:56:29.999.995.753                         1.77280                        -4.64376                        0.240971
07-01-2024 07:57:30.000.002.235                        0.485828                        -4.80690                        -1.16874
07-01-2024 07:58:29.999.998.658                         2.32139                        -4.47276                       -0.347143
07-01-2024 07:59:29.999.995.082                         1.81682                        -4.61643                       -0.251218
07-01-2024 08:00:30.000.001.564                         1.99673                        -4.27288                         1.40657
07-01-2024 08:01:29.999.997.988                         2.15467                        -4.27977                        0.707977
07-01-2024 08:02:30.000.004.470                         1.90086                        -4.39961                         1.85419
07-01-2024 08:03:30.000.000.894                         1.39310                        -4.80070                        0.188091
07-01-2024 08:04:29.999.997.317                         1.29367                        -5.08695                       -0.101841
07-01-2024 08:05:30.000.003.799                        0.991655                        -5.07428                       -0.611016
07-01-2024 08:06:30.000.000.223                        0.255337                        -5.39000                       -0.250767
07-01-2024 08:07:29.999.996.647                       0.0280275                        -5.28473                       0.0195412
07-01-2024 08:08:30.000.003.129                        0.225781                        -5.27256                       -0.148158
07-01-2024 08:09:29.999.999.552                         1.18973                        -4.78858                        -1.73367
07-01-2024 08:10:29.999.995.976                        0.497416                        -4.58160                        -2.53563
07-01-2024 08:11:30.000.002.458                         3.05759                        -3.31682                        -2.69074
07-01-2024 08:12:29.999.998.882                         3.00126                        -3.44310                         2.70024
07-01-2024 08:13:29.999.995.306                         3.01367                        -3.23540                         2.76151
07-01-2024 08:14:30.000.001.788                         2.69783                        -3.57910                         2.66573
07-01-2024 08:15:29.999.998.211                         3.09479                        -3.80506                         1.94579
07-01-2024 08:16:30.000.004.693                         3.66001                        -2.29674                         3.05975
07-01-2024 08:17:30.000.001.117                         2.75688                        -2.95969                         3.26707
07-01-2024 08:18:29.999.997.541                         3.68332                        -2.52921                         3.08920
07-01-2024 08:19:30.000.004.023                         2.78959                        -4.10455                         2.12426
07-01-2024 08:20:30.000.000.447                         3.29277                        -2.70018                         3.17334
07-01-2024 08:21:29.999.996.870                         2.18599                        -3.83736                         2.91388
07-01-2024 08:22:30.000.003.352                         3.10678                        -2.83547                         3.35261
07-01-2024 08:23:29.999.999.776                         2.80679                        -3.80528                         2.24453
07-01-2024 08:24:29.999.996.200                         2.90787                        -3.63840                         2.54165
07-01-2024 08:25:30.000.002.682                         2.85356                        -3.65386                         2.37369
07-01-2024 08:26:29.999.999.105                         2.68170                        -3.89858                         2.14754
07-01-2024 08:27:29.999.995.529                         2.44849                        -3.40991                         2.79024
07-01-2024 08:28:30.000.002.011                         1.50850                        -4.93652                       0.0503417
07-01-2024 08:29:29.999.998.435                         2.30620                        -3.50933                         3.01621
07-01-2024 08:30:30.000.004.917                         1.67135                        0.663578                         4.68301
07-01-2024 08:31:30.000.001.341                         2.07430                       -0.136988                         5.00675
07-01-2024 08:32:29.999.997.764                         1.77964                       -0.976447                         4.85111
07-01-2024 08:33:30.000.004.246                         1.61359                       -0.219524                         4.80620
07-01-2024 08:34:30.000.000.670                         1.77682                       -0.738505                         4.53339
07-01-2024 08:35:29.999.997.094                         1.59767                       -0.881909                         4.67906
07-01-2024 08:36:30.000.003.576                         1.30497                        -1.22046                         4.75643
07-01-2024 08:37:30.000.000.000                         2.68319                        -2.14974                         4.10636
07-01-2024 08:38:29.999.996.423                         2.12267                        -1.60333                         4.24294
07-01-2024 08:39:30.000.002.905                         3.05813                        0.796739                         3.87671
07-01-2024 08:40:29.999.999.329                         3.16734                        0.736165                         4.05460
07-01-2024 08:41:29.999.995.753                         2.90207                         1.31319                         4.03114
07-01-2024 08:42:30.000.002.235                         3.86788                         1.04272                         3.42678
07-01-2024 08:43:29.999.998.658                         2.19815                       -0.951978                         4.40711
07-01-2024 08:44:29.999.995.082                         2.95423                        0.210091                         3.94267
07-01-2024 08:45:30.000.001.564                         3.00105                        0.630265                         4.05211
07-01-2024 08:46:29.999.997.988                         2.49845                         2.28709                         4.07029
07-01-2024 08:47:30.000.004.470                        0.438883                        -1.23597                         4.65460
07-01-2024 08:48:30.000.000.894                        0.975321                        -4.06883                         2.09857
07-01-2024 08:49:29.999.997.317                        0.585088                        -4.24577                        -2.09266
07-01-2024 08:50:30.000.003.799                       -0.347280                        -2.60232                        -1.61727
07-01-2024 08:51:30.000.000.223                       -0.364470                        -1.23716                       -0.872862
07-01-2024 08:52:29.999.996.647                       -0.268728                        -3.96723                        -1.66891
07-01-2024 08:53:30.000.003.129                       -0.141061                        -4.44431                        -1.93180
07-01-2024 08:54:29.999.999.552                       -0.326019                        -3.42831                        -3.40864
07-01-2024 08:55:29.999.995.976                       -0.504689                        -3.34196                        -3.43542
07-01-2024 08:56:30.000.002.458                        0.829869                        -2.15752                        0.243345
07-01-2024 08:57:29.999.998.882                        0.843105                         2.43003                         3.97564
07-01-2024 08:58:29.999.995.306                         1.44905                        0.888908                         4.27898
07-01-2024 08:59:30.000.001.788                         1.76353                       -0.396291                         4.68796
07-01-2024 09:00:29.999.998.211                         1.47094                        0.450795                         4.88790
07-01-2024 09:01:30.000.004.693                         1.65051                        0.193023                         4.71886
07-01-2024 09:02:30.000.001.117                         1.61711                        0.630589                         5.03036
07-01-2024 09:03:29.999.997.541                         2.17560                        -1.33454                         4.24224
07-01-2024 09:04:30.000.004.023                         2.00962                        -4.33341                         1.59295
07-01-2024 09:05:30.000.000.447                         2.81181                       -0.716644                         4.03279
07-01-2024 09:06:29.999.996.870                         2.95229                        -2.10332                         3.28445
07-01-2024 09:07:30.000.003.352                         3.29143                        -3.61849                        0.921115
07-01-2024 09:08:29.999.999.776                         1.81136                        -3.87449                         2.59093
07-01-2024 09:09:29.999.996.200                         2.00711                        -4.55004                         1.69515
07-01-2024 09:10:30.000.002.682                         2.26507                        -1.93224                         4.01443
07-01-2024 09:11:29.999.999.105                         1.68347                        -4.86375                       -0.561763
07-01-2024 09:12:29.999.995.529                         1.65017                        -4.64326                        0.910855
07-01-2024 09:13:30.000.002.011                         1.43470                        -4.88790                         1.35138
07-01-2024 09:14:29.999.998.435                         1.56766                        -4.91216                        0.463766
07-01-2024 09:15:30.000.004.917                         3.70437                        -3.52815                        0.773728
07-01-2024 09:16:30.000.001.341                         3.37386                        -3.95392                        0.961306
07-01-2024 09:17:29.999.997.764                         3.38406                        -3.12586                         2.25839
07-01-2024 09:18:30.000.004.246                         2.42774                        -3.38156                         2.64250
07-01-2024 09:19:30.000.000.670                         3.01104                        -3.95319                        0.408578
07-01-2024 09:20:29.999.997.094                         2.47341                        -4.48940                      -0.0302485
07-01-2024 09:21:30.000.003.576                         2.36418                        -4.38191                         1.90541
07-01-2024 09:22:30.000.000.000                         2.76678                        -4.24204                         1.39133
07-01-2024 09:23:29.999.996.423                         2.94811                        -3.85843                         1.85674
07-01-2024 09:24:30.000.002.905                         3.48250                        -3.43557                         1.97346
07-01-2024 09:25:29.999.999.329                         2.62788                        -4.05480                         2.28255
07-01-2024 09:26:29.999.995.753                         3.37412                        -4.16185                        0.865048
07-01-2024 09:27:30.000.002.235                         3.67298                        -3.21939                         1.97796
07-01-2024 09:28:29.999.998.658                         3.16821                        -2.92257                         2.94360
07-01-2024 09:29:29.999.995.082                         3.45766                        -2.44873                         3.13317
07-01-2024 09:30:30.000.001.564                         3.37440                        -1.36001                         3.95721
07-01-2024 09:31:29.999.997.988                         3.86894                        -2.26966                         2.64551
07-01-2024 09:32:30.000.004.470                         4.02631                        -1.82247                         2.73910
07-01-2024 09:33:30.000.000.894                         4.16572                        -1.20355                         3.11354
07-01-2024 09:34:29.999.997.317                         4.04711                       -0.878342                         3.27420
07-01-2024 09:35:30.000.003.799                         3.76038                       -0.879202                         3.69409
07-01-2024 09:36:30.000.000.223                         3.42859                       -0.538876                         3.96750
07-01-2024 09:37:29.999.996.647                         3.48761                       -0.186105                         3.81989
07-01-2024 09:38:30.000.003.129                         2.54866                        -1.60343                         4.32436
07-01-2024 09:39:29.999.999.552                         2.59529                        -2.83640                         3.55415
07-01-2024 09:40:29.999.995.976                         3.20403                        -2.37788                         3.26806
07-01-2024 09:41:30.000.002.458                         1.75158                         1.00506                         4.41999
07-01-2024 09:42:29.999.998.882                         1.81361                         1.34208                         4.71220
07-01-2024 09:43:29.999.995.306                         1.81235                       -0.622686                         4.62484
07-01-2024 09:44:30.000.001.788                         1.81297                        0.212125                         4.50603
07-01-2024 09:45:29.999.998.211                        0.691700                        -1.01824                         4.70866
07-01-2024 09:46:30.000.004.693                         1.38039                       -0.393347                         4.72270
07-01-2024 09:47:30.000.001.117                         1.46846                       0.0829250                         4.74490
07-01-2024 09:48:29.999.997.541                        0.604954                        -3.35498                         1.83203
